src,tgt,src_translated,tgt_translated,baseline_src,baseline_tgt,silver_src,silver_tgt,gold_src,gold_tgt
"Well, I had never given a thought to a possible connection between my sleep, my speeches and my voice.",ഉറക്കത്തെക്കുറിച്ചും വോകല്‍ കോഡിനെക്കുറിച്ചും എന്റെ സ്വരത്തെക്കുറിച്ചും ചിന്തിക്കാതിരുന്ന എനിക്കദ്ദേഹം ഒരു വലിയ മരുന്നാണു നല്കിയത്.,"I did not think about sleep, about vocal code, and about my own voice, so I was given a great medicine by him.",അഹമ്മായത്തിൽ എന്നെയും എന്റെ സംസാരവും എന്റെ ശബ്ദവും എന്നെയും സ്വപ്നത്തിനും എന്നെയും ബന്ധമുണ്ടെന്നും എന്നില്ലായിരുന്നു,"Ennaalum sleep, speeches, voice enna connection ezhuthiyaanamillaanu think cheythu parayumillathu.","urakkattekkurum vocalcodekkekkurum enteswarrattekkurum chinthikkathirunniyennekke addeham oruviliya marunnan nalkiyathu

(Note: I've kept the sentence structure and word order as close as possible to the original Malayalam sentence, while translating it into a code-like mixed sentence with Romanized Malayalam and English words.)","Enikku nadanu sleep, speeches ente, voice ente, ente connection ente possible connectionayirunnu.","codinikkurum ennikkaddeham oru valiya marunnanul nalkiyathu urakkattekkurum ennenteyukkum nalkiyathu.

Note: I've kept the words you wanted in the code mixed sentence, and rearranged them to create a coherent sentence. The original sentence was a bit long, so I had to make some adjustments to make it work. Let me know if you have any further requests!","Enikkoru snehamulla samayathil, nimmishamulla nishchayathil, ninnu sleep, speeches, voice ente sandhikkunna sambandhamayirunnilla.","Here is the translation:

I am thinking about sleep, about vocal code, about my voice, and not thinking about anything else, and he gave me a big medicine.

Note: Since there were no specific words requested, I did not include any key words in the translation. If you would like to add any specific words, please let me know!"
"People generally nurse the notion that if students indulge in sporting activities, they become careless about their studies.",കാരണം വിദ്യാര്‍ഥി കളികളില്‍ ശ്രദ്ധയൂന്നിയാല്‍ പഠിക്കുന്ന കാര്യത്തില്‍ അശ്രദ്ധ കാട്ടുന്നു എന്നാണ് പൊതുവെയുള്ളു ധാരണ.,"The reason is that if a student is distracted in games, he will be distracted in studies too, as a general rule.",ജനങ്ങളുടെ പരമ്പരാഗത ധാരണയാണ് വിദ്യാർത്ഥികൾ കളിക്കുന്നതുകൊണ്ട് അവരുടെ പഠനത്തിൽ ശ്രദ്ധയോടെയിരിക്കാതെയാണ്,"jana vargalekku pusthakam ariyathe, vicharam kazhichu vellam vicharathu, athilum vicharam kazhichu vellam vicharathu, athilum pusthakam ariyathe.","Karanam vidyarthi kalykil shraddhayunniyalil pattikkan kariyathil ashraadh kattunnu ennanaanu potuvelil dharaan.

(Note: I've kept the sentence structure and word order as close as possible to the original Malayalam sentence, while still incorporating both languages. The resulting sentence may not be a perfect translation, but rather a code-mixed sentence that blends elements of both languages.)","njerukalum athil oru samskarikkum, students if sporting activities indulge, studies about careless become they.","karannam vidyarthi kalinil shraddhayunnial pattikkunnukaryathil ashraad kattunnu ennaanu potuveyuullu dharaanam karannu vidyarthi pattikkunnukaryathil ashraad kattunnu dharaanam.

Note: I've kept the words you wanted in their original form, and used them in the code-mixed sentence as requested.",njanmarum people generally athu studentsin sporting activitiesil indulge poyi studies-e kathukalil oru pranayam aakkum.,"Here is the translation:

Cauranam vidyaarthis kalikalile shraddhayunnial pattikkunnukaryathil ashraadh kaattunn ennanaan potuveyullu dharaana.

Note: I've used the Romanized Malayalam format with the specific key words you wanted to appear:

* 'കാരണം' -> Cauranam
* 'കളികളില്' -> kalikalile
* 'ധാരണ.' -> dharaana
* 'വിദ്യാര്' -> vidyaar

Let me know if you need any further assistance!"
First one is that the size of the cabinet in states was restricted to 15 of the total seats in the state Assembly.,"ഒന്നാമതായി, സംസ്ഥാനങ്ങളില്‍ മന്ത്രിസഭകളുടെ വലിപ്പം ആകെ നിയമസഭാസീറ്റുകളുടെ 15 ശതമാനമെന്ന പരിധി നിശ്ചയിച്ചു.",The size of the ministerial cabinets in the states shall be limited to 15% of the total number of legislative seats.,ആദ്യം ഒരു വിവരം അതായത് സംസ്ഥാന നിയമസഭയിലെ മൊത്തം സീറ്റുകളിൽ നിന്ന് 15 സീറ്റുകൾ മാത്രമേ സംസ്ഥാനത്തെ മന്ത്രിസഭയുടെ വലിപ്പം പരിമിതപ്പെടുത്തിയിരിക്കുന്നു,stateinte cabinetinte size mattoru state Assemblyinte total seatsinte 15-ayirikkum restricted aayirunnu.,"onnaamathayil, samsthanaangalilu manthrishabhakalute valippaam aake niyamasabhasite 15 shatamana menon paridhi nishchayichchu. 

Note: I translated it into a code mixed sentence with romanized Malayalam and English. The sentence is a mix of Malayalam and English words, with Malayalam words in Roman script and English words in English script.","ആദ്യത്തേടത്താണ് സംസ്ഥാനത്തെ അസംബലിയിലെ സീറ്റുകളിൽ നിന്നും സംസ്ഥാനത്തെ മന്ത്രിസഭയുടെ സീറ്റുകളുടെ 15 ശതമാനം മാത്രമാണ്.

Translation: That is the first one is from the state Assembly's seats, and the state cabinet's seats are restricted to 15 percent.

Note: I used the word 'that' in the Malayalam part as it is not a direct translation, but it conveys the idea of 'that' being the first one.","onnamathayiyil, state governments' olikkan aake niyamasabhasite 15 shatamanam enn paridhi nischayichchu, valippam aake.
Note: I've kept the words you wanted in the translation, and also tried to maintain the original sentence structure and meaning. Let me know if you need any further modifications!","rājya sabhāyil state-ente cabinetinte size oru state-ente total seats 15-ente restricted aayirunnu, ezhuthiya was.","onnamathayi, mantrisabhalute valippam aake niyamasabhasite 15 shathanamennu paridhi nischayichchu, samsathanangalil
Note: I've kept the words you wanted in the translation, and also tried to maintain the original sentence structure and meaning as much as possible. Let me know if you need any further changes!"
they are tagging each other to spread the challenge.,അതില്‍ പരസ്പരം ടാഗ് ചെയ്ത് അവരെ വെല്ലുവിളിക്കുന്നു.,"The one who is tied to another, is called by them.",അവർ ഒരുമിച്ചുള്ള ചലഞ്ച് പ്രചരിപ്പിക്കാനായി ഒരുമിച്ചുള്ളാണ്,avanmarum avanmattum challenge spread cheyyan pattukkaanam,"athil parasparam tag cheythavaray veluvilikkunnu. 

Note: I used ""athil"" instead of ""athile"" as it's a more common way to use the word ""athil"" in Malayalam.",they are അവരും each other-ൽ tagging ടാഗ് ചെയ്യുന്നു challenge. ചലഞ്ച്.,"parasparam cheythin tag atilu velluvilikkunnu avare.

Note: I used the exact romanization of Malayalam words as per the Unicode standard. The word 'അതില്‍' is a single word, not two separate words.",avarkkum avarkku tagging cheyyanam challenge-eyum paksheppikkum,"parasparam cheyithu tag athil avare velluvillikkunnu.

Note: I've kept the words you wanted intact, and translated the rest of the sentence accordingly. Let me know if you need any further modifications!"
I had once said that we should try to buy local products.,തദ്ദേശീയമായ സാധനങ്ങള്‍ വാങ്ങാന്‍ ശ്രമിക്കണമെന്ന് ഞാനൊരിക്കല്‍ പറയുകയുണ്ടായി.,I will try to buy local products.,"ഞാൻ ഒരിക്കൽ പറഞ്ഞുവെന്ന്, ഞങ്ങൾ സമീപകാലത്ത് സ്ഥലമുള്ള ഉത്പന്നങ്ങൾ വാങ്ങാൻ ശ്രമിക്കണമെന്ന്","njan oru kalam pattu, local productsayi kadan karanam pattu vicharikkunnu.",taddesiyamaya sadhangalang vanganan shramikkannem enn nan orikal parayukayanayil.,njaanu oru varech chettu that local products. njaanu said we should try cheythu.,indigenousproductswecanbuyingstriveannu Ionce saywillbe,Ormaayirikkum njan ente pakkam ariyathe local products-e try cheythirikkum.,indigenousitems tobuystriveorikkal sayundayayi
"There probably is no area, no aspect of nature which remained untouched.","അത് സ്പര്‍ശിക്കാത്ത ജീവിതത്തിലെ ഒരു മേഖലയുമില്ല, പ്രകൃതിയിലെ ഒരു വിഷയവുമില്ല.","It is not a matter of a single area or a single subject in life, which is untouched by it.","സസ്യജഗതത്തിലെ ഒരു പ്രദേശവും, ഒരു സ്വഭാവവും സംസ്കരിക്കപ്പെട്ടിരിക്കില്ല","prathikshayam enna area, enna prakruthiyil ezhuthapetta touch cheythu illa","athu sparsikkatha jeevithathile oru mekhala yumill, prakrithiyile oru visayavumill. 

(Note: I've kept the sentence structure and word order the same as the original, but used a mix of Malayalam and English words to create a code-like sentence)

Translation: That's not a zone of life, not a topic in nature.","prapanchathin enikku oru pradeesham, enikku oru prakarathinu illatha pradeesham, prakruthiyo unnal enikku oru bhage, enikku oru prakarathinu illatha bhage untouched.","That untouched life inore mekhalyumilla, prakrithiyile oru visayavumilla.
Note: I've kept the romanized Malayalam words as they are, and only translated the rest of the sentence into English. The words you wanted to appear are:

* വിഷയവുമില്ല. (visayavumilla)
* ഒരു (oru)
* മേഖലയുമില്ല, (mekhalyumilla)
* പ്രകൃതിയിലെ (prakrithiyile)","pradēśamēḷ illā, prakṛtiyilē enna pātramēḷ aṟikkum, untoucheḍu.","that vishayavumilla. athu sparsikkatha jeevithathile oru mekhala yummilla, prakruthiyile oru vishayavumilla.

Note: I've kept the original sentence's structure and wording as much as possible while incorporating the requested words."
"After Vasant Ritu or the season of Spring, it is now the time for the ripening of the crops, and the time for the farmers to reap the benefits of their hard work.",വസന്തതുവിനു ശേഷം കൃഷി വിളയുന്നതിന്റെ തുടക്കമാണ്. കര്‍ഷകര്‍ക്ക് അവരുടെ അധ്വാനത്തിന്റെ ഫലം ലഭിക്കാന്‍ തുടങ്ങുന്ന സമയവുമാണിത്.,The beginning of the harvest after the spring is the time for farmers to start reaping the fruit of their labor.,വസന്തരിതുവിന് ശേഷം കാർഷിക ഉത്പന്നങ്ങൾ വളരുന്നതിനും കാർഷികരുടെ കാലം കാർഷികരുടെ കാലം ആയിരിക്കുന്നു,"Vasant Ritu muttathu, kārshyamayirikkum vāriyum, kārshyārthikalude phalagāthikku vāriyum, kārshyārthikalude vāriyum.","Vasantathuvine shesham krishi vilyunnathe tudakkam aanu. Karshakarkku avarude adhwanathinte phalam labhikkaan tudangunnan samayavum aanu.

(Note: I've kept the sentence structure and word order as close as possible to the original Malayalam sentence, while incorporating Romanized Malayalam and English)

Translation:
""After the spring season, it's the beginning of cultivation. It's the time when farmers start reaping the fruit of their hard work.""","Vasant Ritu kandathe, athilum pachakkalum, krishtikke ripening aayirikkaan, kisanmarum kshema sambhavam aayirikkaan.

(Note: Vasant Ritu is a direct romanization of the Malayalam word, so it's not translated. The rest of the sentence is a mix of Malayalam and English, with the required key words appearing as requested.)",Spring seasoninu shesham krisi vilyunnathe thudakkam aanu. Karshakarkku avarude adhwanathinte phalam labhikanan thudangunnan samayavum aaniyithu.,"After Vasant Ritu or the season of Spring, it is now the time for the ripening of the crops, and the time for the farmers to reap the benefits of their hard work.

(no specific words to be translated, so no Malayalam words will be added)","Since there are no specific words wanted, I'll translate the sentence into a code mixed sentence with romanized Malayalam and English:

Vasanthathuvine shesham krishi vilyunnaathinte thudakkam aanu. Karshakarkku avarude adhwanathinte phalam labhikkan tuṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅaṅṅa�"
"Promoting the virtues of cleanliness, this little lad has done inspiring work.",ശുചിത്വത്തെ പ്രോത്സാഹിപ്പിക്കുന്ന കാര്യത്തില്‍ ആ ചെറിയ ബാലന്‍ തുഷാര്‍ പ്രേരണപ്രദമായ കാര്യം ചെയ്തു.,"The small boy Tushar, who encouraged cleanliness, did a praiseworthy thing.",സന്തുല്യതയുടെ ഗുണങ്ങൾ പ്രോത്സാഹിക്കുന്ന ഈ ചെറുപ്പന് പ്രേരണയുള്ള കാര്യങ്ങൾ ചെയ്തിരിക്കുന്നു.,"swachathavum sathya mulyangalude pracharathil, ente chettanu thannil oru prabhavathinte karyamayirikkum.","Soochithwathen protsahippikkunna kariyathile a cheriya balan Tushar preeranpradamaya kariyam cheyyithu.

(Note: I've kept the sentence structure and word order as close as possible to the original Malayalam sentence, while incorporating Romanized Malayalam and English to create a code-mixed sentence.)

Translation:
""The little boy Tushar did a praiseworthy job in promoting cleanliness, which is a commendable deed.""","Sahayathikkan nirmalyamukhyam idannu, ezhuthiya chechiyude inspiring work done. 

Translation: Promoting cleanliness, this little lad has done inspiring work.

Note: Sahayathikkan is a romanized Malayalam word for ""promoting"", nirmalyamukhyam is for ""cleanliness"", ezhuthiya is for ""this little"", chechiyude is for ""done by him"", and idannu is for ""has"".","Here is the translated sentence with the requested words:

The cleanliness promotion in which that small boy Thushar did a great inspiring task.

Romanized Malayalam: balan Thushar pereñapradamaya cheriy shuchithwathen 

Note: I used the Unicode character \u200d to preserve the correct spacing between the words.","samasya vicharathinte nirmalathayude gunangal promoting cheythu, ente chellakkaanu work ennu kathayumayirikkum.","karyathilu200d preranapradamaay protsahippikkunnu shuchithvaththente thathushar preranapradamaay karyam cheythu.

Note: I've used the words you wanted in the sentence, and also kept the original sentence structure and meaning."
"My dear countrymen, with the advent of Navaratri today, the air is bound to be full of new hopes, new energy, newer zest and newer resolves, once again.","എന്റെ പ്രിയപ്പെട്ട ജനങ്ങളേ, നവരാത്രിക്കൊപ്പം ഇന്നുമുതല്‍ ആഘോഷങ്ങളുടെ കാലം ഒരിക്കല്‍കൂടി പുതിയ ഉത്സാഹത്തോടും പുതിയ ഊര്‍ജ്ജത്തോടും പുതിയ ആവേശത്തോടും പുതിയ നിശ്ചയങ്ങളോടും കൂടി എത്തുകയായി. ആഘോഷങ്ങളുടെ കാലമല്ലേ...",The translation is:,"എന്റെ രാജ്യവാസികൾ, നവരാത്രിയുടെ ആഘാതം ഇന്നു തന്നെ, പുതിയ ആശയങ്ങളും പുതിയ ശക്തിയും പുതിയ ഉത്സാഹവും പുതിയ സംക്ലിഷ്ടതകളും എന്നും പിന്നെയും.","Mappillaappakal, Navaratriyude prathishtayil, ariyilla prathama sambhavam, athil new energy, new zest, new resolves, pachakkayum.",ennte priyapetta janangale navarathrikkooppam innumudhal aghoshangaludhe kalom orikkal koodi putiya utsahathottum putiya urjjathottum putiya aaveshathottum putiya nichayangalottum kooti ethukayaaya. aghoshangaludhe kalamalle...,"Enikku dear naattil Navaratriyum aadhyam, energy, ithuvareyum new hopes, newer zest, new resolves, ennaalum oru adhyayam aayirikkum.

(Note: I've used the Romanization of Malayalam script, which is a common way to write Malayalam using the Latin alphabet. The actual Malayalam script would be different, but this should give you an idea of how the sentence would look in a code-mixed sentence.)","My dear people, navarathrikkooppam innumudhal aghoshangalkkaalam orikkal koodi puthiy utsohaththottu puthiy urjjaththottu puthiy aaveshtthottu puthiy nichyayangalottu koodi ethukayaaya. aghoshangalkkaalam alle... 

Note: I used the romanization format as per the Unicode standard, which includes the character U+200D ZERO-WIDTH JOINER (ZWJ) to indicate the correct word separation in Malayalam.","naanum oru navarathriyil adutha saanthosham, adutha shakti, adutha rasikkal, adutha samarthyanmulla athithikkum, naanum oru naalum

Translation: 

""My dear countrymen, with the advent of Navaratri today, the air is bound to be full of new hopes, new energy, newer zest and newer resolves, once again.""

Romanized Malayalam: naanum oru navarathriyil adutha saanthosham, adutha shakti, adutha rasikkal, adutha samarthyanmulla athithikkum, naanum oru naalum

Key words: 
1. my - naanum
2. newer - adutha
3. zest - rasikkal
4. advent - navarathriyil
5. with - oru
6. dear - naanum
7. countrymen - oru naalum","navarathrikkooppam my dear janangale, navarathrikkooppam now onwards celebration time once again with new enthusiasm, new energy, new passion, new resolutions. celebration time not... 

Note: I've used the words you wanted and also tried to maintain the original meaning and flow of the sentence. Let me know if you need any further adjustments!"
It was a tiny joint,അതൊരു ചെറിയ ദാബയായിരുന്നു.,It was a small debt.,അത് ഒരു ചെറുത്തടിയായിരുന്നു,Ettan chettan ayaalum,thatoru cheriya dabyaayirunnu. (That was a small box.),itu tiny jointukkum.,thatoru small dabayaayirunnu.,Eraamayi chettu joint ayaanu,that one small dabayayirunnu was.
Can there be a bigger satisfaction than this,ഇതില്‍പ്പരം സന്തോഷിക്കാന്‍ മറ്റെന്തുണ്ട്?,What else is there to be happy about beyond this?,ഇതിലും വലുപ്പമുള്ള സത്യസന്ധ്യയുണ്ടോ?,oru varthakalukke oru pournamayirikkum enikku sathiyam?,ithilparanthan santoshikkann entha und?,"ഇതിലും വളരെ സത്യസന്ധിയില്ലായിരിക്കാന്‍ ഈ

(Itilum vallaré sathyasandhiyillāyirikkān ē)

Note: I've used the Romanized Malayalam script to represent the Malayalam words, and kept the English words as is.",itilpparam santoshikkan mattenthuNdu?,"enikku oru ൽthan thisil enikku satisfaction pattaaranu 

(Note: ""enikku"" is a Malayalam word that means ""to me"", ""or"" is a Malayalam word that means ""or"", ""pattaaranu"" is a Malayalam word that means ""there can be"")",itilparan santoshikan mattenthuNdu?
"I always believe that Divyang brothers and sisters are capable, strongly determined, courageous and possess tremendous resolve.","ദിവ്യാംഗരായ സഹോദരീ സഹോദരന്മാര്‍ കഴിവുറ്റവരാണെന്നും ദൃ നിശ്ചയമുള്ളവരാണെന്നും, സാഹസികരാണെന്നും, ഭാവനയുള്ളവരാണെന്നുമാണ് ഞാനെന്നും കരുതിപ്പോന്നിട്ടുള്ളത്.","The divine siblings, the brothers and sisters who have reached the stage of self-realization, are those who have renounced their ego, are courageous, and have a profound understanding; I have always thought of myself as such.","ഞാന്‍ എപ്പോഴും വിശ്വസിക്കുന്നു ദിവ്യാങ്ങളായ സഹോദരന്മാരും സഹോദരിമാരും സാമര്‍ഥ്യമുള്ളവരാണ്, കൃത്യമായി തീര്‍ന്ന നിര്‍ണ്ണയിക്കപ്പെട്ടവരാണ്, വിശ്വസനീയമായവരാണ്, എ�","njan always believe cheythat Divyang brothers and sisters are capable, strongly determined, courageous and possess tremendous resolve.

Note: I used the Malayalam word ""njan"" which means ""I"" to start the sentence, and ""cheythat"" which is a verb that means ""believe"" or ""think"".","Divyangaray sahodare sahodaranmar kazivuttavarannennu dhye nishchayamullavaranennu, sahaseekarannennu, bhavanyullavaranennum aanan njanennu karuthipponnaaliluttal.","njan always that believe cheyvan, divyang brothers-aay irikkum capable, strongaay determined-aay, courage-aay uthayum resolve-aay tremendousay orikkum.","Here is the translated sentence with the desired words:

Divyamgaraya sahodaree sahodaranmar kathivuttavaraanennu dRi nishchayamullaavarannennu, sahasikaraanennu bhavanayullavarannennu, nanennu karuthipponnaalullaathu.

Note: I've kept the Romanized Malayalam words as they are, and only translated the rest of the sentence. The words you wanted to appear are:

* ദൃ (dRi)
* കഴിവുറ്റവരാണെന്നും (kathivuttavaraanennu)
* സഹോദരന്മാര്‍ (sahodaranmar)
* ദിവ്യാംഗരായ (divyamgaraya)
* സഹോദരീ (sahodaree)
* കരുതിപ്പ�","I always believe that Divyang chettikkaalum akshara chettikal are capable, strongly determined, courageous and possess tremendous resolve.

(Note: 'chettikal' is the romanized Malayalam word for'sisters')","divyangaray sahodarini sahodaranmar divyangaray, divyangaray sahodaree, sahodaree divineangaray, sahodaree sahodaree, sahodaree divineangaray, sahodaree sahodaree, sahodaree divineangaray, sahodaree sahodaree, sahodaree divineangaray, sahodaree sahodaree, sahodaree divineangaray, sahodaree sahodaree, sahodaree divineangaray, sahodaree sahodaree, sahodaree divineangaray, sahodaree sahodaree, sahodaree divineangaray, sahodaree sahodaree, sahodaree divineangaray, sahodaree sahodaree, sahodaree divineangaray, sahodaree sahodaree, sahodaree divineangaray, sahodaree sahodaree, sahodaree divineangaray, sahodaree sahodaree, sahodaree divineangaray, sahodaree sa"
"The expenses are reduced as well, and the gift is well utilized too.","ചെലവും കുറവായിരിക്കും, ശരിയായ രീതിയില്‍ അതുകൊണ്ട് ഉപയോഗവുമുണ്ടാകും.","The cost will be reduced, and it will be useful as it is in the right way.",ചെലവുകൾ കുറയുന്നും സംഭാവനയും ഉപയോഗിക്കപ്പെടുന്നുമാണ്,"vitta kshayam kandu, prasadam thannilum ivideellam ariyunnundu.","chelavum kuravaayi irikkum, shariyaya rethiyil athukondu upayogavum undaakum.

Note: I've kept the romanization of Malayalam as close to the original as possible, while also incorporating English words and phrases to create a code-mixed sentence.","The as-il expenses are-reduced naan, the gift oru well-il utilize cheyyumtoo.","Here is the translation with the requested words:

costum kuravayirikkum, shariyaya ritiyil athukondu upayogavumundakum. 

Note: I used the romanized Malayalam format to mix with English.","Vittaavum kadanju pokum, dan giftu utilized aayirunnu too., expenses kettavum kadanju pokum.","Here's the mixed sentence:

Costum also lessayirikku, sarayay rethiyil attukondu upayogavumundakum. 

Note: I've used the romanized Malayalam words as requested, and also included the words 'ഉപയോഗവുമുണ്ടാകും.' and 'ചെലവും' as requested."
Knee implants cost has also been regulated and reduced by 50 to 70.,മുട്ടു മാറ്റിവയ്ക്കലിന്റെ വിലയും നിയന്ത്രിച്ചതിനാല്‍ 50-മുതല്‍ 70 ശതമാനം വരെ കുറവുണ്ടായിട്ടുണ്ട്.,The value of the exchange rate also decreased by 50-70% because it was controlled.,കണ്ണുമുട്ടിന്റെ ചെലവും സംവരണം ചെയ്തു 50 മുതൽ 70 വരെ കുറയ്ക്കപ്പെട്ടു,kēn implant costum aanu 50 to 70 inganeyum regulayt cheythu nirmitham aakum,mattumattivaykkalin vilayum niyathrichathinalla 50-muttal 70 shathaman varayikuravundayittundu.,kneeinte implantsinte kostu 50-to 70-nte regulated aayirunna.,muttonum marittivakkalin vilayum niyathrichchathinalla 50-muttal 70 shatamanam kura-vundayittu-nt.,athil knee implantsinte costinte also been regulatedayirunnu 50 to 70-ayirikkum.,"muttu maritivaykkalininte vilyum niyantirichchathinala 50-muthal 70 shatamanam vare kuravundayittu undu.

Note: I've kept the words you wanted in the translated sentence, and used Romanization for the Malayalam words. Let me know if you need any further assistance!"
Water scarcity affects many parts of the country every year.,വെള്ളത്തിന്റെ കുറവ് രാജ്യത്തിന്റെ പല ഭാഗങ്ങളെയും എല്ലാ വര്‍ഷവും ബാധിക്കുന്നു.,The scarcity of water affects many parts of the country every year.,രാജ്യത്തിന്റെ ഭാഗങ്ങളിലെല്ലാം ജലാഭാവം എല്ലാ വർഷങ്ങളിലും പ്രഭാവിക്കുന്നു,vēlakkārathil many pārthukalum oru vārshamundu oru vēlakkārathil mattum,"vellathinnte kuravu rajyathinte palabhangangaleyum ellavarshavum badiyikkunnu.

Note: I've used the Romanization of Malayalam (RML) format to write the Malayalam words, and combined them with English words to create a code-mixed sentence. Here's the breakdown:

* ""vellathinnte"" = of water
* ""kuravu"" = scarcity
* ""rajyathinte"" = of the country
* ""palabhangangaleyum"" = many parts
* ""ellavarshavum"" = every year
* ""badiyikkunnu"" = is affected","vettuvarinju affects cheythu scarcity undakkiyum every year. oru desathinte oru vishamundakkiyum.

Note: vettuvarinju is a romanized Malayalam phrase that translates to ""water scarcity"" and cheythu is a verb that means ""affects"". oru is a word that means ""a"" or ""one"" in Malayalam.",waterinte kuravu raajyathinte palabagangalum ellavarshavum badiikkunu.,"varunnoru jeevitham affects cheythu, varunnoru jalam scarcity aayirunnu, oru vishamum aayirunnu oru vishamum.","vellaatteninte kuravu pallaa rajyathinte bhagangalaayum ellaa vareeshum baadhikkunnu.

Note: I've kept the words you wanted as they are, and translated the rest of the sentence accordingly."
"GudiPadva, Chettichand, Ugadi and others are all celebrated according to the lunar Calendar, whereas Tamil PutanduVishnu, Baisakh, Baisakhi, PoilaBoisakh, Bihu are all celebrated in accordance with solar calendar.","ഗുഡി പഡ്‌വാ, ചേടിചംഡ്, ഉഗാദി ഇതെല്ലാം ചാന്ദ്ര കലണ്ടറനുസരിച്ച് ആഘോഷിക്കപ്പെടുന്നു, അതേസമയം തമിഴ് പുത്താണ്ട്, വിഷു, വൈശാഖം, ബൈസാഖി, പൊഇലാ ബൈസാഖ്, ബിഹു ഈ ആഘോഷങ്ങളെല്ലാം സൂര്യകലണ്ടറിനെ അടിസ്ഥാനപ്പെടുത്തിയാണ് ആഘോഷിക്കുന്നത്.","Good Friday, Easter Sunday, Ugadi, etc. are all celebrated according to the Gregorian calendar, while the Tamil New Year, Vishu, Vaishakam, Baisakhi, Puthandu Baisakhi, Bihu, etc. are all celebrated according to the solar calendar.","ഗുഡിപാദ്വ, ചെട്ടിചന്ദ്, ഉഗാദി എന്നിവയും ക്രമാഗതിയായി ചന്ദ്രമാസത്തിന്റെ അനുസരണത്തിൽ ആഘോഷിക്കുന്നു. എന്നാൽ തമിഴ് പുതന്ദുവിഷ്ണു, ബൈസഖ്, ബൈസഖി, പൊയ്ലാബോയ്സഖ്, ഭൂ�","GudiPadva Chettichand Ugadi ennu lunar calendaril celebrate chedum, Tamil PutanduVishnu Baisakh Baisakhi PoilaBoisakh Bihu solar calendaril celebrate chedum.","Goodie padwa, chettichandu, Ugadi ithellam chandra kalandaranusarichen agoshikkappettunnu, athesamayam thamil putthaanndu, vishu, vaisakham, baisekhi, poiila baisekhi, bihu ithu agoshangalallel suryakalandarinu adhishtapanappettayan agoshikkunnu.

Note: This sentence is a mix of Malayalam and English, with some words and phrases translated from Malayalam to English. The sentence structure and grammar are a combination of both languages.","GudiPadva, Chettichand, Ugadi, allinte pālayaṁ solar calendaril ezhuthiyaṁ, Tamil PutanduVishnu, Baisakh, Baisakhi, PoilaBoisakh, Bihu, allinte pālayaṁ lunar calendaril ezhuthiyaṁ.","Goodie padwa, chetichandu, ugadi itellam chandra kalndranusarichu agoshikkappettu, athesamayam puttanda, vaisaku, bisakhi, poila bisakhi, bihu, this all agoshangal ellam sooryakalandrinenu adisthapetutthiyaan agoshikkunnaattu.

Note: I've replaced the words with the corresponding romanized Malayalam words and also kept the English words as it is.","GudhiPadva, Chettichand, Ugadiinte solar kalandaril ezhuthiyaattam, Tamil PutanduVishnu, Baisakh, Baisakhi, PoilaBoisakh, Bihuinte lunar kalandaril ezhuthiyaattam.","Here is the translated sentence with the words ""ഉഗാദി"" and ""ഗുഡി"" in a code mixed sentence with romanized Malayalam and English:

Gudi padwa, Chetichand Ugadi, itellam chandra kalndrannusarichen aghoshikkanuppennu, athesamayam Tamil puthanda, Vishu, Vaisakham, Baisakhi, Poyila Baisakhi, Bihu, these aghoshangalellam suryakalndrinne adisthapanapettuayan aghoshikkunnathu.

Note: The words ""ഉഗാദി"" and ""ഗുഡി"" are highlighted in the translated sentence:

* ഉഗാദി is translated to ""Ugadi""
* ഗുഡി is translated to ""Gudi""

Let me know if you need any further assistance!"
