src,tgt,src_translated,tgt_translated,baseline_src,baseline_tgt,silver_src,silver_tgt,gold_src,gold_tgt
"The 44th amendment, made it mandatory that the proceedings of Parliament and Legislative Assemblies were made public through the newspapers.",ഈ 44 -ാം ഭേദഗതിയിലൂടെയാണ് പാര്‍ലമെന്റിലെയും നിയമസഭകളിലെയും നടപടികള്‍ പത്രങ്ങളില്‍ പ്രസിദ്ധീകരിക്കാന്‍ നിയമമുണ്ടായത്.,The law that was made through the 44th amendment is the one that makes the actions of the parliament and the assemblies to be published in the newspapers.,പാര്‍ലമെന്‍റും നിയമസഭകളും നിയമസഭാപ്രകാശനം പത്രങ്ങളിലൂടെ പുറത്തുവിട്ടുകൊണ്ട് പാര്‍ലമെന്‍റും നിയമസഭകളും പ്രകാശനം ചെയ്യുന്നതിനുള്ള 44ാമത്തെ സംശോധനം നിയമമ�,"44amendmēntinte avashyam, parliament vēlākaramathram, legislative asēmbly vēlākaramathram, newspapersil oru pattikayilē ayya pārannu kāriyittu, public ayya pārannu kāriyittu.",44-am vadeekshathinte oru muthalaykku parlameneteyum niyamasabhakalilum nattapattikal patrangalil prasiddhikkarikkannan niyamamundayathu.,"44th amendment, ithu mandatory ayyi,  parliamentum, legislative assembliesyum, newspapersil  public aayirikkum mathramayirikkum. 

(Translation: 44th amendment, it is mandatory, parliament and legislative assemblies, made public through newspapers.)",idam 44 -ാം ഭേദഗതിyilootteyaan parlaamentilum niyamsabakalilum nattapattikal patrangalil prasidhikeekkaan niyamamunthayath.,"44th amendment, ithu parliyamanthinuvalkku oru kramam aayirunnu. ithu parliyamanthinuvalkku oru kramam aayirunnu. ithu parliyamanthinuvalkku oru kramam aayirunnu. newspaperil ethra kramamayirikkum.",in 44 -ാം amendmentiloothaye is parliamentilum niyam sabhakalilum nattapattikal patrangalil prasidhidikkarikkanniyamamundayathu.
Farmers also feel that their ripened crops and fruits should reach markets across the country.,"അവരുടെ വിളവ്, പഴവർഗ്ഗങ്ങള്‍ തുടങ്ങിയവയെല്ലാം ഭാരതത്തിലെങ്ങുമുള്ള വിപണികളിലെത്തണമെന്ന് കർഷകരും ആഗ്രഹിക്കുന്നു.","The farmers also wish to take all their crops, including fruits and vegetables, to the markets all over India.",കർഷകർ അവരുടെ മുടിയിട്ടുപോയ ധാന്യങ്ങൾ രാജ്യത്തിന്റെ എല്ലായിടത്തും വിപണികളിലേക്ക് എത്തിച്ചിരിക്കണമെന്നും അവർ കരുതുന്നു.,"kisananu also karyam, unarthal vishamukalathin crops and fruits marketil ente oru countryil reach cheyikkum.",avarude vila vellar pazhavargangal tungalavayellam Bharatathil engengoollu vippnikalil ethannamenkuthe karshakarum aaghrikkunnu.,"kisananu pachakkalum, ippol vellamayirikkum, deshathile marketshil ethrazhikkum. (kisananu - farmers, pachakkalum - also, ippol - their, vellamayirikkum - ripened, deshathile - across the country, marketshil - markets)","vilaavu, pazhavarngangal,avarude farmers also want their products to reach markets all over Bharatham.","kisananu koodanu pachakkalum phalamum oru deshathil marketil ezhuthikkunna pattu. 

romanized Malayalam: kisananu koodanu pacha kalum phalamum oru deshathil marketil ezhuthikkunna pattu.","avarude vila, pazhavarangangal tungalayavayellam Bharatathilenggumulla vippanikalil eththanamennu karshakarum aaghrakikkunnu."
How can tomorrow be made better than yesterday,കഴിഞ്ഞ ദിവസത്തേക്കാള്‍ വരാന്‍ പോകുന്ന ദിവസം കൂടുതല്‍ നല്ലതാകുന്നതെങ്ങനെ?,What is the day that is coming tomorrow better than the day that has gone by?,നാളെ നാളെയിൽ നിന്ന് കൂടുതൽ മെച്ചപ്പെടുത്താനായി എങ്ങനെയാണ്,"innum oru dinam tharuvu parayunnathu ente kannum? 

(romanized Malayalam: innum oru dinam tharuvu parayunnathu ente kannum)

 Translation: Can one day be better than another?",kalayinte dayathaykkaalangal kudikkunna dayathu poykkan nallathakunnu enthaneney? (കഴിഞ്ഞതിനെക്കാൾ മികച്ചതാകുന്നതിന് എങ്ങനെ?),നാളെ എങ്ങനെ നാളെയിൽ മികച്ചതാക്കാം എന്ന് എന്നാൽ നാളെ നിങ്ങൾ എങ്ങനെ നാളെയിൽ മികച്ചതാക്കാം,Kazhinja divasathayekkaal varan pokkunnan divasam kootutal nallathakunnathengnge?,"iniyum njan oru karyam cheyyunnathu, iniyum oru karyam cheyyunne. iniyum oru karyam cheyyunne. (ഇനിയും ഞാൻ ഒരു കാര്യം ചെയ്യുന്നത്, ഇനിയും ഒരു കാര്യം ചെയ്യുന്നേ) 

However, the requested translation would be:
inippol oru karyam cheyyunne, inippol oru karyam cheyyunne, iniyum oru karyam cheyyunne, iniyum oru karyam cheyyunne. (ഇന്നപ്പോൾ ഒരു കാര്യം ചെയ്യുന്�",kalayinte divasathayekkaal varan pokkunnan divasam kootuthal nallathakunnathengnge?
"And later, their remains were brought to present day Punjab, and were secretly cremated.",പിന്നീട് അവരുടെ ശരീരം ഇന്നത്തെ പഞ്ചാബില്‍ കൊണ്ടുവന്ന് ഇംഗ്ലീഷുകാര്‍ ആരുമറിയാതെ അഗ്നിക്കര്‍പ്പിച്ചു.,The bodies of those who were taken away later were brought to present-day Punjab and burnt by the English without anyone knowing.,"അതിനുശേഷം, അവരുടെ അവശിഷ്ടങ്ങൾ പ്രസന്റ് ഡേ പഞ്ചാബിലേക്ക് കൊണ്ടുവന്നു, അവിടെ രഹസ്യമായി അഗ്നിസംസ്കാരം ചെയ്തു.","athayum, pachathinte avashesham punjabil ethraayum,  aniyathinayum  tharpanam chedukkanam aayirunnu.",pinneetavare shariyam innavatte panchaabiil koonduvanang Englishaaru mariyaathe agnikkarppichu.,"athu, their remains later, oru kalam punjab, and athu nalla dina, were secretly cremated. (Note: I've used 'athu' to indicate 'and' in Malayalam, 'orukalam' to indicate 'later', and 'nalla dina' to indicate 'good day' or 'present day')",pinneetukon avarude shariram innatte punjabiil konthuvannu Englishkkaarum ariyathe agnikkarppichu.,"athu, varshyam aaraikkum, punjab, -il  tharavum oru paryayam aakum, athinum secret aayitha cremated.",pinneetum avarude shariram innatte punjabiil konduvannu englishukaraarum ariyathe agnikkarppichu.
"What is more, they had searched for and collected the plastic bottles and oil cans lying in the garbage in the villages and by filling those with soil and planting saplings, they have transformed those pots into a vertical garden.",ഇത് മാത്രമല്ല ഗ്രാമപ്രദേശങ്ങളില്‍ ചപ്പ് ചവറുകള്‍ക്കിടയില്‍ കാണുന്ന പ്ലാസ്റ്റിക് കുപ്പികളും എണ്ണപാത്രങ്ങളും എല്ലാം ശേഖരിച്ച് അതില്‍ മണ്ണ് നിറച്ച് ചെടികള്‍ നട്ട് അവര്‍ വെര്‍ട്ടിക്കല്‍ ഗാര്‍ഡന്‍ നിര്‍മ്മിച്ചിരിക്കുന്നു.,"This is not only, in the villages, we see plastic cups and oil containers in between the tea stalls, all of which are collected, filled with soil, and plants are planted, and a vertical garden is being constructed.","അതിലുപരി, ഗ്രാമങ്ങളിലും പട്ടിണികളിലും പ്ലാസ്റ്റിക് ബോട്ടിലുകളും ഓയിൽ കാനുകളും ഇല്ലാത്തവയെ തിരസ്കരിച്ചുകൊണ്ട് മണ്ണ് നിറച്ച് വേരുകൾ നമ്പരിച്ച് അവയിൽ വർത്തിക്ക","Aanu thakkayum, aanaa oru graamaa pradeeshathil eppozhum undaayirikkan plastic bottle nee oil kannu parayum, soil ilayum upayilayum, sapling undaayirikkan, aanaa vertical garden aayirikkan.",ith mathramallam gramapradeshamgalku chapp chavarrukalayidaya kannunna plastic kupikalum ennappathrangalkum ellam shekharichu athil mann nirichu chetikalku nattu avarku vertical garden nirmichirikkunnu.,"athinte, aaraathu poothu kudiyum oil kannum, plastic bottalam, poothu kudiyum garbajeyil poyi villageeyil,  soil oru kudikkaan, sapling ninnu kudikkunna, vertical garden ayyaanu.","It mattoramalla gramapradesham in this chappu chavarakkikidayan kannunna plastic kuppi kalum, ennappathrangalum ellam shekhariichu, athil manne niraichu, chettikal nattu, avar vertical garden nirmitichunnu.

Note: I have used 'in this' to translate 'ഇത്' as it is not a direct translation. 'ഇത്' is a pronoun that refers to something mentioned earlier, but in this case, it seems to be used to introduce the topic, so I have translated it as 'in this'. 

Similarly, I have used 'in' to translate 'ഗ്രാമപ്രദേശങ്ങളില്‍' as 'in' is a more common way to translate this phrase in English. 

Also, I have used 'in' to translate 'കാണുന്ന' as it is a verb that means 'to see' or 'to find', and 'in' is a more common way to translate this phrase in English. 

","nallaikkaaram,  villagekku  njaanum oil canukalum plastic bottlekalkkum garbage mukham ulla  search cheyunnath, soil ulla  filling cheyunnath, sapling ulla planting cheyunnath, vertical garden ayyi pottekkum ulla  aayirunnu.",ഇത് മാത്രമല്ല ഗ്രാമപ്രദേശങ്ങളില്‍ ചപ്പ് ചവറുകള്‍ക്കിടയില്‍ കാണുന്ന പ്ലാസ്റ്റിക് കുപ്പികളും എണ്ണപാത്രങ്ങളും എല്ലാം ശേഖരിച്ച് അതില്‍ mannu ninnichu chedikkal nattu avaru vertical garden nirmmichirikkunnu.
"Personally too, I have strived to lend momentum to this campaign.",ഞാന്‍ ഈ നീക്കത്തിന് ഗതിവേഗമേകാന്‍ വ്യക്തിപരമായിത്തന്നെ ശ്രമം നടത്തുകയുണ്ടായി.,I will personally take the initiative to speed up this move.,എനിക്കും ഈ പ്രചാരണത്തിനുള്ള തീർക്കില്ലായിരുന്നുവെന്നും പ്രയത്നിച്ചുകൊണ്ടിരിക്കുന്നു,"njangalum, yenkide, adhyayanam kazhichu, campaigninte momentum kazhikkom aayirikkunnu.",Nan eeka neekathin gathivaygamaan vyaakthiparamayen thanne shramam nattukayunnaayi.,"nammalum, nammalum I personally ithuvare momentum kazhikkan kollanu, iniyum campaignil nammalum koodi lend cheyyan kollanu.","nan ene nikkathinnu gathiveegameekan vyaakthiparamayithannetha shramam nattukayundayayi.
Note: 
- I replaced the Malayalam word 'വ്യക്തിപരമായിത്തന്നെ' with 'വ്യക്തിപരമായിത്തന്നെ' as it was given in the prompt. However, in Malayalam, the correct word order is 'വ്യക്തിപരമായിത്തന്നെ' is incorrect. The correct word order is 'വ്യക്തിപരമായി' followed by 'തന്നെ'.","Nanu pakshe, I have strived to lend momentum to this campaign. 
 translated to Malayalam:  Nanu pakshe,  I have strived to lend momentum to this campaign.",nan ഈ നീക്കത്തിന് ഗതിവേഗമേകാന്‍ വ്യക്തിപരമായിത്തന്നെ ശ്രമം നടത്തുകയുണ്ടായി.
The red beacon now has gone for good but nobody can say with certainty that the same in the mindset has also disappeared.,"ഇപ്പോള്‍ ചുവന്ന ലൈറ്റ് പോയി, അതുകൊണ്ട് തലയില്‍ കയറിയ ചുവന്ന വെളിച്ചം പോയി എന്ന് ആര്‍ക്കും അവകാശപ്പെടാനാവില്ല.","The red light has gone, and therefore the red glow on the head has also gone, and no one can claim it.",ഇപ്പോള്‍ ചുവന്തുള്ളത് നശിച്ചുപോയിട്ടുണ്ട് എന്നും സുനിശ്ചിതമല്ലാത്തതും മനസ്സില്‍ ഒരുപയോഗിച്ചുമല്ലാത്തതും,"red beaconinu kalam oru goodayirunnu, parayum onnum oru certainty-eyulla claim cheyyum enne, oru same mindsetinte presenceeyum oru doubt aayirikkum.","ippol chuvannalayte poya, athukondu thalayil karyiya chuvannal vellitham poya ennarkkum avakashapetanavill.","red beacon ente vithyam oru goodinte kazhivu aayirikkum, ente mindset ente vithyam pinnam pattu, ente oru nishchayam illa, that the same in the mindset has also disappeared. 

 translation in malayalam romanized 
red beacon ente vithyam oru goodinte kazhivu aayirikkum, ente  മനസ്സ്താത്വം  ente vithyam pinnam pattu, ente oru nishchayam illa.","ippol chuvannalight poayi, athukondu thalayil kayari chuvannavellam poayi ennu arkkum avakashapetanavillin.","oru red beacon ente oru kalam now gone aayirunnu,  but oru varthayude thodangalum good aayirunnu. oru varthayude with oru certainty aakum thonnum illa, oru beacon ente oru mindset thonnum disappeared aayirunnu.","ippol chuvannalaythu pooy, athukondu thalayil kayariya chuvannan vellithaam pooy ennarkkuum avakashapettaanavill."
We are fortunate that South African President Mr.,ദക്ഷിണാഫ്രിക്കന്‍ പ്രസിഡന്റ് ശ്രീ.,The President of South Africa is Mr./Ms./Mrs./Dr. (Name),Nelson Mandela has been released from prison after 27 years of imprisonment.,ninnu thirichu South African President Mr. Cyril Ramaphosa sirinju thirikkukayano,Dakshin-Afrikkan prasidanthe Sri.,"Njangalude Swasthya yathra, South African President Mr. Cyril Ramaphosa",DakshinAfricankan President Sri.,"Njangalude shubhamangalathinte South African President Mr. Cyril Ramaphosa aaraayirikkum, njangal aaraayirikkum, njangal fortunate aayirikkum, njangal South African aayirikkum, njangal african aayirikkum, njangal we aayirikkum, njangal are aayirikkum, njangal that aayirikkum.",DakshinAfrikan President Shri.
"Lord Basaveshwar has taught us, Kayakave Kailas meaning discahrging ones duties with due dilligence and persevereance is akin to being in the abode of Lord Shiva ie Kailasha Dham.","ഭഗവാന്‍ ബസവേശ്വരന്‍ നമ്മെ പഠിപ്പിച്ചിട്ടുണ്ട് – കായകവേ കൈലാസ് – അതായത് കഠിനമായി അധ്വാനിച്ച് സ്വന്തം കര്‍ത്തവ്യം നിര്‍വ്വഹിച്ചു പോവുകയെന്നത്, ഭഗവാന്‍ ശിവന്റെ നിവാസസ്ഥലമായ കൈലാസത്തില്‍ ആയിരിക്കുന്നതിനു തുല്യമാണ്.",The translation is:,"ശ്രീ ബസവേശ്വര്‍ ഞങ്ങള്‍ക്ക് പഠിപ്പിച്ചു, കയകവേ കൈലാസം എന്നത് പ്രതിയോഗികമായിരിക്കുന്നത് ശിവന്‍ കൈലാസം എന്നതിന്റെ സമാനമാണ്. കൈലാസം എന്നത് ശിവന്‍ ആശ്രമമാണ്. കയകവ�","Lord Basaveshwar ente upadesham, Kayakave Kailas ente artham, aanu duty-vedi adhikarathayum, prabhavathayum, vicharathayum karyam cheyyum, kailashadwepamayirunnu, kailashadwepamayirunnu.","bhagavan Basaveshwaran namme pattippichittundu – kayakave kailas – athayath kadhinamay adhvanichu swantham karta vya nirvahichu poyakayenntayente, bhagavan shivannte nivasasthalamay kailasathil irikkunnathinullayum aayirikkunnathinullayum.","Basaveshwaranu vayikkunnu, Kayakave Kailas - Kailasinte kayyil undayum kayyil thirichu, Kailasha Dhamil poykayalumayirikkinu. (Note: I have translated 'persevereance' as 'thirichu' which is a Malayalam word meaning being diligent or persistent)

However, considering the specific word 'dilligence' you requested, I would rewrite the sentence as:

Basaveshwaranu vayikkunnu, Kayakave Kailas - Kailasinte kayyil undayum kayyil thirichu, Kailasha Dhamil poykayalumayirikkinu, ente kayyil kayyil adhikarathayum adhikaramayirikkunnu.",Bhagavan Basaveswaran namme pattippichittundu - Kayakave Kailas - Athayath kathinamayath adhwanichchu svantham kartavyam nirvahichu poyakayennath Bhagavan Shivan te nivasasthalamey Kailasathil ayyirikkanathin thulyamayath.,"Basaveshwar swaroopanu aaraayum, Kayakave Kailas mathramayirikkum, enne polum polum karyavum karikkum, ippol Kailasha Dhamil polum polum aakasheppikkum. 

Note: The romanized Malayalam word 'Basaveshwar swaroopanu' means 'in the form of Basaveshwar' but I translated it as 'Basaveshwar swaroopanu aaraayum' to make the sentence more idiomatic in Malayalam.","bhagavaan basaveswaran namme pattippichittundu – kaya kave kailas – athayath kathinamaay adhwaanichchu swantham karthavayam nirvahichchu povaikayennath, bhagavaan shivanthinte nivasasthalam aay kailasathil aayirikkanthinuliyam."
This year it will take place in Sri Lanka.,ഇപ്രാവശ്യം ഇത് ശ്രീലങ്കയിലാണ് നടക്കുന്നത്.,This is happening now in Sri Lanka.,ഇന്നുവർഷം ശ്രീലങ്കയിൽ നടക്കും,ishtam vare sri lankayil undaayittu poyi.,ippolavashyam eet sri Lanka yilannan nadakkunnu.,"Ishtam vare, sreelankayil ithu varum.",ഇപ്പോൾ ശ്രീലങ്കയിൽ നടക്കുന്നത്.,Ithi vithum Sri Lanka-ile aayirikkum.,ഇപ്രാവശ്യം ഇത് ശ്രീലങ്കയിലാണ് nattakunnath.
Women have also been added in this activity and they supervise the work of this seed-bank.,സ്ത്രീകള്‍ ഈ വിത്തുബാങ്കിലെ കാര്യങ്ങള്‍ നോക്കുന്നു. അങ്ങനെ സ്ത്രീകളെയും ഇതുമായി ബന്ധിപ്പിച്ചിരിക്കുന്നു.,"Women are watching the activities of this bank. Thus, women are connected with this.",സ്ത്രീകൾ ഈ പ്രവർത്തനത്തിൽ പൂജ്യമായി ചേർത്തിരിക്കുന്നുകളും ഈ ബിയോബങ്കിലെ പ്രവർത്തനത്തെ സംവരണം ചെയ്യുന്നു,"streekalkkum ezhuthiyil poyi, seed-bankinte work mathram supervis cheyyum.",stritekale vithubangkile karyangal nokkunnu. angange stritekaleyum itumayayi bandhipikkunnu.,Women നേരിട്ട് ഈ activityയിൽ ഉൾപ്പെടുത്തിയിരിക്കുന്നു. They ഈ seed-bankയുടെ work നേരിട്ട് supervise ചെയ്യുന്നു. ഈ �നിലയിൽ and പുതിയ നേട്ടങ്ങൾ ഉണ്ടായി. ഈ പ്രവർത്തനങ്ങൾ added ആയിട്ടാണ്.,"സ്ത്രീകള്‍ ഈ വിത്തുബാങ്കിലെ കാര്യങ്ങള്‍ നോക്കുന്നു. അങ്ങനെ സ്ത്രീകളെയും ഇതുമായി ബന്ധിപ്പിച്ചിരിക്കുന്നു. 

സ്ത്രീകള്‍ (women), വിത്തുബാങ്ക് (seed bank), ബന്ധിപ്പിച്ചിരിക്കുന്നു (linked to) എന്നിവ �","streekalkkam ishtam ennittum karyamukke add cheyyunnu. Aanu'seed-bank' ennittum karyathin work supervise cheyyum. 

(streekalkkam - women, ishtam ennittum - also, karyamukke - in this activity, add cheyyunnu - have been added, seed-bank ennittum - this seed-bank, karyathin - of this, work - work, supervise cheyyum - supervise)",women inithu bankil e karyangal nokkunnu. angane womeneyum inithumayirikkunnu.
"We are indeed fortunate that in every era, for eradicating social evils, noble souls, great men were born in this society itself.",എല്ലാ യുഗങ്ങളിലും നമ്മുടെ സമൂഹത്തിലെ തിന്മകളെ ഇല്ലാതെയാക്കാന്‍ നമ്മുടെ സമൂഹത്തില്‍ മഹാപുരുഷന്മാര്‍ ജന്മമെടുത്തതില്‍ നാം എത്ര ഭാഗ്യവാന്മാരാണ്.,"All generations in our society shall be free from evil, and we are fortunate that great men were born in our society.",ഞാന്മാർ എന്നെന്നും എല്ലാം കാലങ്ങളിലും സമൂഹത്തിലെ തന്നെ സമാജികളായ സന്മാനസൂത്രവും മഹാമാനുഷ്യരും സമൂഹത്തിലെ സാമൂഹിക അപമാനങ്ങൾ നീക്കം ചെയ്യുന്നതിനായി ജനിച,"naanum oru nalla bhagyamayirikkum, social evils kazhiyukkam eppozhum, noble souls, great men adhikarangal oru samoohathil thanneettu janmamayirikkum.",ellar yugangalilum nammude samoothiyil theemakal illathe aakkannam nammude samoothiyil mahapurusanmar janmameduthathil nam ethra bhagyavanmaraan.,"njanum ente oru samskarika vishayam, social evils eradication kandittum, noble souls, great men, thirayum enikkoru samoohamillaanu janmamayirikkunnu.",ellar yugangalkilum nammutte samoothithile thinnmakale illathayakkannam samoothithile mahapurushanmaru jannamethuthathil nam ethra bhagyavanmaraan.,"nammalode njanum oru fortunate anuvadichu, every yugam, oru era ninnu, samajam ellavarkum social evils ippol eradicikkumbol noble souls, great men ithuvare nammude samajamellam ithuvarikkum irthikkum.","ella yugangalilum nammude samoohathile thinnmakale illathayakkannam nammude samoohathil mahapurusanmar janmathudithe nam ethra bhagyavannmaarana.
Note: I've kept the requested words as per your requirement. However, I would like to suggest that the translation may not be grammatically correct or fluent in English. The translation is based on the given Malayalam sentence."
At this event we won 13 medals besides 3 in mixed events.,ഇതില്‍ നാം 13 മെഡലുകള്‍ കൂടാതെ മിക്‌സ് ഇവന്റില്‍ 3 മെഡലുകളും നേടി.,"We have won 13 medals without this, and in the mixed event, we also won 3 medals.",ഈ സംഗമത്തിൽ ഞങ്ങൾ 13 മെഡലുകളും 3 മിക്സ്ഡ് ഇവന്റുകളിൽ നിന്നും ജയിച്ചു,"athinte eventil 13 medalsayum, mixed eventsinte 3 medalsayum adhikarikkum.",ithil nam 13 medals kootathe mix eventil 3 medalsum neetikkum.,"""നമ്മൾ ഈ സംഭവത്തിൽ നമ്മൾ 13 മെഡലുകൾ വിജയിച്ചു, അതിലൊന്നും മിക്സ്ഡ് ഇവന്റുകളിൽ ഇല്ല.",Itil nam 13 medals koottathe mix eventil 3 medalsum nedi.,"ishtaminte, 13 medals won cheyukayirikku, mixed eventsil 3 medals polum",Itil nam 13 medals kootathe mix eventil 3 medalsum neetiy.
"In August 2016, about 90 political parties in the country, many of these parties in the Parliament, which were staunch opponents of each other and which do not miss the slightest opportunity against each other, all these parties got united and passed the GST Act.","ആഗസ്റ്റ് 2016 ശക്തമായ രാഷ്ട്രീയ വൈരം വച്ചു പുലര്‍ത്തുന്ന പാര്‍ട്ടികള്‍, പരസ്പരം എതിര്‍ക്കാന്‍ ഒരവസരവും കൈവിടാത്ത പാര്‍ട്ടികള്‍, നാടെങ്ങുമുള്ള ഏകദേശം 90 പാര്‍ട്ടികള്‍, പാര്‍ലമെന്റിലുള്ള എല്ലാ പാര്‍ട്ടികളും ഒരുമിച്ചു ചേര്‍ന്ന് ജിഎസ്ടി നിയമം പാസാക്കി.","The parties that were strengthened in August 2016, the parties that did not give up the opportunity to confront each other, approximately 90 parties in the entire country, and all parties in parliament came together to pass the GST law.","അഗസ്റ്റ് 2016-ല്‍, രാജ്യത്തുള്ള നിരവധി രാഷ്ട്രീയ കക്ഷികള്‍, പാര്‍ലമെന്റില്‍ ഉള്ള ചില കക്ഷികള്‍, അവര്‍ തമ്മില്‍ കൂടുതല്‍ പ്രതിപക്ഷക്കാര്‍ എന്നും തമ്മില്‍ ഏകദേശം ഒന്നും കാണ�","August 2016'lo, 90 oru raajyapartheeeyum, many of these parties parliyamane, which were staunch opponents of each other ond and which do not miss the slightest opportunity against each other, all these parties got united and passed the GST Act.","August 2016 ippolika shaktamaya ratriyam vachchu pularthunnan partykalar, parasparram ethirkanan oravasaram kividathu partykalar, natengengu 90 partykalar, parliamentilulla ellapartykalarum orumichu chernnu G.S.T. niyamam passaakki.","August 2016-lla, desathil 90 raajya partykalkku, partykalkku many, mathramayirikkum, 1-athinte udhayaarthikalum, 1-athinte anubhavikalum, 1-athinte anubhavikalum, mathramayirikkum, all partykalkku, ekkalum, GST Act-ku pass aayirikkum.","August 2016 shaktamaya ratriyam vachchu pullarthunnan partykalaru, parasparam etirkanu oravasaram kivittath partykalaru, nadeengu mulle ekadhesam 90 partykalaru, parliamentilulle ellapartykalaru orumichu chernnu GIST niyamam passakki.

Note: I have kept the original word 'പാര്\u200dട്ടികളും' as 'partykalaru' since the word 'പാര്' is part of the word 'പാര്\u200dട്ടികളും'.","August 2016-lla, 90 oru raajyaparishad partykalkkum, aaraamulla oru partykalkkum paarlementhile, ithuvarey oru oru parivarthanaasahakkanayirikkum, alla ithuvarey partykalkkum ekkalayamayirikkum, GST Act-ku pass aayichu.","Agust 2016 shakthamaya ratriyam vachchu pularthunna partykalar, parasparam ethirkan oravasaram kividdath partykalar, natengenguvel 90 partykalar, parlamenthiluvel illa partykalarum orumichu chernnu GIST niyamam pasakki.

Note: I have used romanized Malayalam and English to make the code mixed sentence as per your request. Also, I have included all the requested words in the sentence."
"These are human values, which are most desired in the world today.",ഇന്ന് ലോകമെങ്ങും ഏറ്റവുമധികം ആവശ്യമുള്ള മാനുഷിക മൂല്യമാണിത്.,The most essential human value that is needed everywhere in the world today is,"ഇവയാണ് മനുഷ്യമൂല്യങ്ങൾ, ഇന്നത്തെ ലോകത്തിൽ ഏറ്റവും ആവശ്യമായവയാണ്","manushyathinte valuesayirikkum, aniyathinum oru lokamayirikku oru nivarthakamayirikkum.",inno lokamengu muthalum adhikam avashyamulla manushikamoolyamayittan ithu.,"lokkam, aadhyathmika values, 'world' il innu, 'today.' lokkam 'these' prasangam.",inum lokamengum eettavumadhikam avashyamulla manushikamoolyam aaniyittu.,"oru lokam ulla oru lokam, nee oru which aaraamitha values, oru are enna lokam kandittum.","Today, worldwide, the most needed human value is this. 
ഇന്ന് ലോകമെങ്ങും ഏറ്റവുമധികം ആവശ്യമുള്ള മാനുഷിക മൂല്യമാണിത്. 
 ൽ എന്നതിന് പകരം മാനവികമാണിത്."
The pair of Sania Mirza and Rohan Bopanna met almost a similar fate in Tennis.,ടെന്നീസില്‍ സാനിയ മിര്‍സായുടെയും രോഹന്‍ ബൊപ്പണ്ണയുടെയും ജോഡിയുടെ കാര്യത്തിലും ഇങ്ങനെതന്നെയാണു സംഭവിച്ചത്.,The outcome of Sania Mirza and Rohan Bopanna's tennis pair is the same.,സാനിയാ മിർസയും രോഹന്‍ ബോപണ്ണയും ടെന്നിസിൽ പൊതുവേ സമാനമായ കടമെടുത്തു,Sania Mirzaykku oru Rohan Bopannayude pairinum tennisil tennisil almost similar fate aayirikkum.,tennisil saniya mirzayudeyum rohan boppannayudeyum jodiynthekalilum inganente ayanu sambhavichu.,Sania Mirza and Rohan Bopanna pairinte Tennis matchinte almost a similar fate aayirunnu. Rohan Bopanna and Sania Mirza pairinte Tennis matchinte almost a similar fate aayirunnu.,"tennisinte saniya mirzasayum, rohan boppannayum jodiye karyathilum,  ingannethanne ente sambhavichu.",Sania Mirza and Rohan Bopanna pairinte tennisil ennaal almost a similar fate aayirunnu.,tennissil saniyamireyudeyum rohanaboppannayudeyum jodiyyude karyathilum inganethannethayannu sambhavichath.
At times a question arises in the minds of peoples as to what I achieved through Mann Ki Baat.,ചിലപ്പോഴൊക്കെ ചിലരുടെ മനസ്സില്‍ ചോദ്യമുയരും -മന്‍ കീ ബാത്തുകൊണ്ട് എനിക്കെന്തു കിട്ടി?,"Some times, the minds of some people will be filled with doubts - what did I get from the mind, which is a battle, and what did I get?",ജനങ്ങളുടെ മനസ്സിൽ ഒരു പ്രശ്നം ഉദയം പിടിക്കുന്നുവെന്നും എന്നെത്രകാലം മന്ന് കി ബാറ്റിലൂടെ എന്നെന്നെ എന്നും എന്നും,"manassil oru prashnam thirichuvarunnu. manassil oru prashnam thirichuvarunnu.  ""Mann Ki Baat""yil ethra cheyyunnu ente?",chilappozeokke chilarude mindil chodyamuyarum - manki bathukondu enikke enthu kitti?,"athinte  question athrayum karyamayirikkunnu. Mann Ki Baat-koode varunnu athinte 'a' question varunnu. Mann Ki Baat-koode varunnu athrayum ""at times"" varunnu. athinte ""arises"" question athrayum karyamayirikkunnu. 

Translation: 
 athinte question athrayum karyamayirikkunnu. Mann Ki Baat-koode varunnu athinte a question varunnu. Mann Ki Baat-koode varunnu athrayum at times varunnu. athinte arises question athrayum karyamayirikkunnu.",chilapoorokke chilarude mannasil chodyamum - manki bathukondu enikkentu kitti?,ഒരിക്കള്ളത്തോളം ഒരു കാര്യം മനങ്ങളിൽ ഉയർന്നു വരുന്നു എന്താണ് ഞാൻ മന്ന് കി ബാറ്റിൽ വഴി നേടിയത്.,"chilappozerokke chilarude manasil chodyamuyarum -man key baaathukkoond enikkenth kitti?

Note: I have kept the requested words as they are, but the rest of the translation may not be perfect as it's a direct translation of the given sentence. 

If you want a more natural translation, here's an alternative:
 Sometimes I wonder - what's the key to my happiness?"
