src,tgt,src_translated,tgt_translated,baseline_src,baseline_tgt,silver_src,silver_tgt,gold_src,gold_tgt
"He claimed it would have been ""impossible"" for Jackson to have abused children at his Neverland ranch because he was ""hardly"" there.",他 声称 ， 杰克逊 在 梦幻岛 牧场 虐待 儿童 是 “ 不 可能 的 ” ， 因为 他 “ 几乎 ” 都 不待 在 农场 。,"He claim dat Jackson abuse kid at Dream Island farm is ""impossible"", cos he ""almost"" never stay at farm.",他 声称 杰克逊 在 他 的 Neverland 农场 上 虐待 儿童 是 “ 不 可能 ” 的 ， 因为 他 “ 几乎 ” 不 在 那里 。,"He 说 Jackson 在他 Neverland ranch abuse 小朋友 是 ""impossible""，因为他 ""hardly"" 在那里。",He claim that Jackson 在 Dreamland Ranch 虐待儿童 是 “ 不可能的 ”，因为他 “ 几乎 ” 都不在农场。,He 说 he claimed 不可能 Jackson 在他 Neverland ranch abuse 小孩，因为他 hardly 在那里。,他 声称，杰克逊 在 牧场 虐待儿童 是 “ 不可能 的”，因为 他 “ 几乎 ” 都 不待 在 农场。,他 claimed 说 Jackson 在他的 Neverland ranch 几乎没有在那边，所以根本不可能 abuse 小孩。,"他声称, 杰克逊在梦幻岛牧场虐待儿童是 “不可能的”, 因为他 “几乎” 都不待在农场。"
"""They say there were boys around, that was not the case at all,"" he said.",他 表示 ： “ 他们 说 周围 有 好几个 男孩子 ， 但 事实 并非如此 。 ”,"“Dey say got several boys around, but actually no lah.”",他 说 “ 有 小孩 在场 ， 完全 不是 这样 。 ”,"""他们说有男生在附近，其实根本不是这样,"" 他这样说。","He 表示: “They say 周围有很多男孩子, but 其实不是这样。”","""他们说有男孩在附近, 但其实根本没有,"" 他这样说。","他 say: “They say 周围 got quite a few 男孩子, but actually 事实 并非如此。”","""他们说周围有男孩，其实根本不是这样,"" 他这样说。","He 表示: “They say 周围 got quite a few 男孩子, but actually 事实 并非如此.”"
The Jackson estate has denied all allegations against the late star. Jackson denied all claims against him until his death in 2009.,杰克逊 酒庄 否认 了 有关 这位 已故 明星 的 所有 指控 。 杰克逊 在   2009   年 去世 之前 否认 了 针对 他 的 所有 指控 。,"Jackson Estate deny all claims about late star, Jackson himself deny all claims before he pass away in 2009.",杰克逊 estate 否认 了 对 已故 明星 的 所有 指控 。 杰克逊 本人 也 否认 了 对 他 的 所有 指控 ， 直到 2009 年 他 去世 。,Jackson estate 已经否认所有对这位已故明星的指控。Jackson 在2009年去世前一直否认所有的指控。,Jackson 酒庄 deny 了 all 有关 this late superstar 的指控。Jackson 在 2009 年去世之前 also deny 了 针对他的所有指控。,Jackson 的 estate 一直 has denied 所有 allegations 直到他的死亡 in 2009.,杰克逊 酒庄 否认 了 有关 这位 已故 明星 的 所有 指控。杰克逊 在 2009 年去世之前也 否认 了 针对 他 的 所有 指控。,The Jackson estate 已经 denied 所有 allegations against the late star.,杰克逊 的酒庄 否认了 有关这位已故明星的所有指控。其实杰克逊 在 2009 年去世之前 也否认了 针对他的所有指控。
Government Retires 15 More Senior Tax Officials On Graft Charges,政府 又 有   15   名 税务 高官 因 贪污 而 退休,Government got 15 top taxman lah resign coz of corruption lah,政府 退休 15 名 涉嫌 腐败 的 高级 税务 官员,"政府退休了15名 senior tax officials, 因为有贪污指控。",Government 又 got 15 名 tax high officials 因为 corruption 而 retire.,政府 retires 15 个 senior tax officials 因为 graft charges.,政府 又 有 15 名 税务高官 因 贪污 而 退休。,Government 退休了 15 个 senior tax officials 因为 graft charges.,政府 又 有 15 名 税务高官 因为贪污 而退休。
New Delhi:,新德里 ：,Inde go one Delhi lah.,新德里 ：,新德里:,New Delhi lah!,New Delhi: 新的首都,"新德里 very nice place, got many things to see!","New Delhi: 新的地方, 真的很热闹!","New Delhi 新德里 : very happening place, you know!"
The government has compulsorily retired 15 more tax officers in the fourth tranche of its crackdown on errant officials accused of corruption and other malpractices.,政府 在 第四轮 打击 涉嫌 腐败 和 其他 渎职 行为 的 失职 官员 行动 中 ， 又 强制 退休 了   15   名 税务 官员 。,Government la force retire 15 taxman in 4th round of action against corrupt and derelict officers.,政府 已 在 第四批 打击 腐败 和 其他 违法行为 的 官员 中 ， 强制 退休 了 15 名 税务 官员 。,政府已经强制退休了15个税务官，在第四轮针对被指控腐败和其他不当行为的官员的打击行动中。,"政府 in the fourth round 打击 those suspected of 腐败 and other misconduct, 又 强制退休 了 15 名 tax officers.",The 政府 has compulsorily retired 15 more tax officers in the fourth tranche of its crackdown on errant officials accused of corruption and other malpractices.,政府 just 强制退休 了 15 名税务官员 在 第四轮 打击 涉嫌腐败 和 其他 渎职行为 的 失职官员行动中。,政府 has 强制退休了 15 个 tax officers 在第四轮的 crackdown on errant officials 被指控的 corruption 和其他 malpractices.,"政府 just did another round of action, 强制 退休 了 15 名税务官员 for suspected corruption and other misconduct."
"The Central Board of Indirect Taxes and Customs (CBIC) -- the agency that oversees GST and import tax collections -- compulsorily retired 15 senior officers under Fundamental Rule 56 (J) on corruption and other charges, official sources said.",官方消息 称 ， 根据 《 基本 规则 》 第   56 （ J ） 条 ， 负责 监督 商品 及 服务 税 和 进口税 征收 的 中央 间接税 和 海关 委员会 因 腐败 和 其它 指控 ， 强制 要求   15   名 高级官员 退休 。,"""Central Bureau of Indirect Taxes and Customs, which oversee collection of GST and Customs duties, force retire 15 top officials due to corruption and other allegations, lah.""",中央 间接税 和 海关 局 （ CBIC ） — — 负责管理 GST 和 进口 税收 的 机构 — — 因涉嫌 腐败 等 罪名 ， 根据 基本 规则 56 （ J ）   compulsorily 退休 了 15 名 高级官员 ， 官方 แ ห ล ่ ง ข ้ อ ม ู ล 表示 。,中央间接税和海关局 (CBIC) -- 负责监督GST和进口税收的机构 -- 根据基本规则56 (J) 强制退休了15名高级官员，原因是腐败和其他指控，官方消息说。,Official news 讲， according to 《基本规则》 第 56 (J) 条，负责监督商品及服务税和进口税征收的中央间接税和海关委员会因为腐败和其它指控，强制要求 15 名高级官员退休。,"The Central Board of Indirect Taxes and Customs (CBIC) 就是那个 agency 管理 GST 和 import tax collections, 这次 compulsory retire 了 15 个 senior officers 因为 corruption 和其他 charges, official sources 讲的。",官方消息 称，根据 《 基本 规则 》 第 56 （ J ） 条，中央 间接税 和 海关 委员会因为腐败 和 其它指控，强制要求 15 名高级官员退休。,中央间接税和海关局 (CBIC) -- 负责监管 GST 和进口税收的机构 -- 根据基本规则 56 (J) 强制退休了 15 名高级官员，因腐败和其他指控，官方消息说。,官方消息称，根据《基本规则》第56（J）条，负责监督商品及服务税和进口税征收的中央间接税和海关委员会因为腐败和其它指控，强制要求15名高级官员退休。
"Since June, this is the fourth round of sacking of corrupt tax officials. In the previous three rounds, 49 high ranking tax officers, including 12 from the Central Board of Direct Taxes (CBDT), were compulsorily retired.",这是 今年   6   月 以来 ， 第四轮 解聘 腐败 税务 官员 。 前 三轮 共有   49   名 税务 高官 被 强制 退休 ， 其中 包括 中央 直接税 委员会 的   12   名 官员 。,"Disi cakai korupsyin, lau ni tui retire taxman, ni tui 4 lau ni, 49 orang high-ranking taxman retire pakai force, including 12 officials from Central Direct Tax Bureau.",自 六月 以来 ， 这 已经 是 第四轮 贪腐 税务 官员 的 清退 行动 。 前 三轮 清退 行动 中 ， 共有 49 名 高级 税务 官员 被 强制 退休 ， 包括 中央 直接 税务局 （ CBDT ） 的 12 名 官员 。,"自从六月开始, 这是第四轮解雇那些 corrupt tax officials. 在之前的三轮中, 有49名高层税务官员被 compulsory retired, 包括12名来自中央直接税务委员会 (CBDT) 的官员.","This is since 今年 6 月, 第四轮 解聘 of corrupt tax官员. 前三轮 got 49 名 tax高官被强制退休, 包括中央直接税委员会的12名官员.","自从 June 以来, this 是第四轮 sacking of corrupt tax officials. 在之前的三轮中, 49 名高官 tax officials 被 compulsory retire.",这是 今年 6 月以来， 第四轮 解聘 腐败 的 税务 官员。 前 三轮 共有 49 名 税务 高官 被 强制 退休， 其中 包括 中央 直接税 委员会 的 12 名 官员。,"自从六月以来, 这是第四 round of sacking of corrupt tax officials. 在之前的三个 rounds, 已经有 49 名高官被解雇。",这是 今年 6 月以来， 第四轮 解聘 腐败 的 税务 官员。 前 三轮 共有 49 名 税务 高官 被 强制 退休， 其中 包括 中央 直接税 委员会 的 12 名 官员。
"Sources said the action was in line with Prime Minister Narendra Modi's address to the nation from the ramparts of the Red Fort when he had said some black sheep in the tax administration may have misused their powers and harassed taxpayers, either by targeting honest assesses or taking excessive action for minor or procedural violations.",消息人士 说 ， 这一 行动 符合 莫迪 总理 在 红堡 向 全国 发表 的 讲话 ， 当时 莫迪 曾 表示 ， 税务 部门 的 一些 害群之马 可能 滥用权力 ， 骚扰 纳税人 ， 要么 针对 诚实 的 评估 对象 ， 要么 对 轻微 或 程序性 违规行为 采取 过度 行动 。,"One insider say dis action matchi Modi PM's speech in Red Fort, where Modi say some bad apples in the taxman department misuse power, harass taxpayers, or take too hard action against honest ones, or against minor or procedural mistakes.",有 แ ห ล ่ ง ข ้ อ ม ู ล 指出 ， 这一 行动 与 总理 纳雷 ン ド · 莫迪 从 红堡 的 城垛 上 向 全国 发表 的 讲话 一致 ， 莫迪 在讲话中 说 税务 管理 中 的 一些 黑羊 可能 滥用权力 ， 向 诚实 纳税人 施加压力 或者 对 小 的 或 程序性 违规行为 采取 过激 的 行动 。,"Sources 说这个行动 是符合 Prime Minister Narendra Modi 在 Red Fort 的讲话, 他提到一些黑 sheep 在税务管理可能滥用他们的权力, harass 纳税人, 不管是 targeting 诚实的纳税人 或者对 minor 或 procedural violations 采取过度的行动.","消息人士 say, 这个行动 符合 莫迪总理 在红堡跟全国讲的东西, 当时莫迪有讲，税务部门的一些害群之马 可能会滥用权力，骚扰纳税人，要么针对诚实的评估对象，要么对轻微或程序性违规行为 采取过度行动。",Sources 讲的就是，行动是跟总理 Narendra Modi 在红堡对国民讲话 的方向一致的，讲到有些黑羊在税务管理中可能滥用权力，骚扰纳税人，不论是针对诚实的评估者还是对小错误或程序违规采取过度行动。,消息人士 说 ， 这一 行动 符合 莫迪 总理 在 红堡 的讲话 ， 当时 莫迪 说 要么 税务部门的害群之马 滥用权力 ， 要么 针对诚实的评估对象 ， 或者 对轻微或程序性违规行为 采取 过度行动 。,"Sources 说 the action 是 in line with Prime Minister Narendra Modi 的 address to the nation 从 the ramparts of the Red Fort, 当时他 said 有些黑 sheep 在 tax administration 可能滥用他们的权力。",消息人士 说 ， 这一 行动 符合 莫迪 总理 在 红堡 向 全国 发表 的 讲话 ， 当时 莫迪 曾表示 ， 税务部门 的 一些害群之马 可能 滥用权力 ， 骚扰 纳税人 ， 要么 针对 诚实 的 评估对象 ， 要么 对 轻微 或 程序性 违规行为 采取 过度行动 。
"""We have recently taken the bold step of compulsorily retiring a significant number of tax officials, and we will not tolerate this type of behaviour,"" he had said.",他 说 ： “ 我们 最近 采取 了 强有力 的 措施 ， 强制 退休 了 相当 一部分 税务 官员 ， 我们 不会 容忍 这种 行为 ， ” 。,"""Ah, recently we take very strong action, force retire many taxman, we no take no nonsense lah.""",他   recently 采取 了 大胆 的 行动 ， 强制 退休 了 一大批 税务 官员 ， 且 不会 容忍 这种 行为 。,"""我们最近采取了大胆的措施，强制退休了很多税务官员，and 我们不会容忍这种行为,"" 他这样说。","He say: “We recently take strong measures, 强制 retire quite a number of tax officers, we won’t tolerate this kind of behavior.”","""我们最近采取了一个 bold 的 step，强制性地 (compulsorily) 退休了很多 significant 的 tax officials, 而且我们不会 tolerate 这种 type 的 behaviour,"" 他这样说。",他 说 ： “ 我们 最近 采取 了 强有力 的 措施 ， 强制 退休 了 相当 一部分 税务 官员 ， 我们 不会 容忍 这种 行为 ， ” 这句话真是很有力度。,"""我们最近采取了大胆的措施，强制退休了一些税务官员， 我们不会容忍这种行为,"" 他这样说。","He say: “We 最近 take 强有力的措施, 强制退休了 quite a number of tax officers, we 不会容忍 this kind of behavior.”"
"Nearly half of the officials retired were those who were arrested by the CBI for allegedly receiving illegal gratification. One of them was caught accepting a bribe of Rs 15,000. One official is accused of having assets disproportionate to his known source of income.","近一半 的 退休 官员 是 那些 因涉嫌 收受 非法 好处 而 被 印度 中央 调查局 逮捕 的 人 。 其中 一人 因 受贿   15 , 000   卢比 而 被 抓捕 。 一名 官员 被 指控 拥 巨额 资产 来源不明 罪 。","Leh leh, almost half of the ex-officers, got caught by the Central Bureau of Investigation cos they got caught takin bribe. One of them, got caught with 15,000 rupees in his pocket. Another one, got charged with having lotsa money dat no one know where it come from.","其中 大部分 退休 官员 是 被 中央 调查局 （ CBI ） 以 收受 非法 回报 而 逮捕 的 。 其中 一位 官员 被 发现 收受 了 15 , 000 卢比 的 贿赂 金 。 还有 一位 官员 被 指控 拥有 超过 其 合法收入 的 不当 财产 。","差不多一半的退休官员都是被CBI逮捕的，原因是 allegedly 收取非法贿赂。里面有一个被抓到收 bribe 的，金额是 Rs 15,000。还有一位官员被指控有的资产和他的已知收入来源不成比例。","近一半的退休官员都是那些因为涉嫌收受非法好处而被印度中央调查局抓的咯。里面有一个人是因为受贿15,000卢比被抓的。还有一名官员被指控拥有巨额资产，来源不明罪咯。","Nearly 一半的 officials 退休是因为被 CBI 抓到 allegedly 收到 illegal gratification. 其中一个被抓到收 bribe 的金额是 Rs 15,000. 有一个 official 被控告他的资产和他的 known source of income 不成比例。",近一半 的 retired 官员 是那些因涉嫌收受非法好处而被印度中央调查局逮捕的。,"Nearly 一半 of the officials retired 是那些被 CBI 逮捕的, 因为 allegedly 收到 illegal gratification. One of them 被抓到接受 bribe 的时候是 Rs 15,000. 还有一个 official 被 accused of having assets 不成比例 to his known source of income.","近一半 的 退休 官员 是 那些 因涉嫌 收受 非法 好处 而 被 印度 中央 调查局 逮捕 的 人。 其中 一人 因 受贿 15,000 卢比 而 被 抓捕。 一名 官员 被 指控 拥有 巨额 资产 来源不明 罪。"
