src,tgt,src_translated,tgt_translated,baseline_src,baseline_tgt,silver_src,silver_tgt,gold_src,gold_tgt
It is learned that this is the first time for president of the Provincial Higher People's Court and chief procurator of the Provincial People's Procuratorate to appear in court at the same time to perform their duties in accordance with law since the provincial judicial reform and even the establishment of the provincial higher court and the procuratorate.,据 了解 ， 这是 我省 司法 改革 后 ， 也 是 省 “ 两院 ” 建立 以来 ， 首次 由省 高级人民法院 院长 、 省 人民检察院 检察长 同时 出庭 依法 履行 职务 。,"From what I understand, dis is first time in province history dat both high court judge and prosecutor general from same province appear in court together to perform duties legally.",据 了解 ， 自 省级 司法 改革 以来 ， 省级 高级人民法院 院长 和 省级 人民检察院 检察长 首次 同时 出庭 履行职责 。,听说这是省高级人民法院院长和省人民检察院检察长第一次同时出庭，依照法律履行职责，自从省司法改革和省高院、检察院成立以来。,"According to my understanding, 这是我省司法改革后， also 是省“两院”建立以来，第一次由省高级人民法院院长和省人民检察院检察长同 time 出庭，依法履行职务。",我 learned 到 this 是 the first time for president of the Provincial Higher People's Court and chief procurator of the Provincial People's Procuratorate 出现在 court 同时 to perform their duties in accordance with law since that provincial judicial reform.,"据了解, 这是我省司法改革后, 也是省“两院”建立以来, 首次由省高级人民法院院长和省人民检察院检察长 同时 出庭 依法 履行 职务。","我 learned 这件事, it 是第一次 for provincial higher people's court 的 president 和 provincial people's procuratorate 的 chief procurator 同时出庭, it 也 是为了 perform their duties 按照法律 since provincial judicial reform 以来.","据了解, 这是我省司法改革后, 也是省“两院”建立以来, 第一次由省高级人民法院院长、省人民检察院检察长同时出庭依法履行职务。"
"Before the trial, Li Jing carefully reviewed the file materials, wrote records of the file review and guided the collegiate panel to draw up the trial outline and scheme.",开庭 前 ， 李静 仔细 审阅 了 卷宗 材料 ， 撰写 了 阅卷 笔录 ， 并 指导 合议庭 拟定 庭审 提纲 和 方案 。,"Before court, Li Jing study very carefully the case files, write down notes and guide the panel of judges draft the trial outline and plan.",审判 前 ， 李京 认真 审阅 了 案件材料 ， 写下 文件 审查 记录 ， 并 指导 评审 委员会 绘制 审判 大纲 和 计划 。,在审判之前，Li Jing 小心地 review 文件材料，写下文件审查的记录，还指导 collegiate panel 制定审判大纲和方案。,"Before 开庭, 李静 carefully 审阅 the case materials, wrote the 阅读 notes, and also guided the 合议庭 to draft the 庭审 outline and plan.","Before the trial, Li Jing 小心地 reviewed the file materials, wrote 记录 of the file review, and guided the collegiate panel 来拟定 the trial outline and scheme.",开庭前，李静仔细阅卷，撰写了笔录，并指导合议庭拟定庭审提纲和方案。,"Before the trial, Li Jing 小心地 reviewed the file 材料, wrote the records of the file review, and guided the collegiate panel to draw up the trial outline 和 scheme.",开庭 前，李静仔细审阅了卷宗材料，撰写了阅卷笔录，并指导合议庭拟定庭审提纲和方案。
"Wang Jin reviewed records of the original judgments in accordance with law, interrogated Huang Peng and listened to the views of the defenders. Wang Jin also made a supplementary collection of the related evidentiary materials and a trial plan.",王晋 依法 审查 了 原审 案卷 材料 ， 讯问 了 黄鹏 ， 听取 了 辩护人 的 意见 ， 补充 收集 了 相关 证据 材料 ， 并 制作 了 出庭 预案 。,"King Jin review case documents according to law, question Peng Huang, listen to lawyer's views, gather more evidence, and prepare for court appearance.",王津 依法 审查 了 原 判决书 ， 审问 了 黄鹏 ， 听取 了 辩护人 的 意见 。 王津 还 收集 了 相关 证据 材料 和 审判 计划 。,"Wang Jin 按照法律 review 原判记录, 还 interrogated Huang Peng 和听取辩护人的看法. Wang Jin 也补充收集了相关的证据材料和审判计划.","Wang Jin 依法 check 原审 case materials, 讯问 黄鹏, 听取 辩护人的意见, and 补充收集 相关证据材料, 然后 制作 出庭预案。","Wang Jin reviewed 记录 of the original judgments, interrogated Huang Peng, and listened to the views of the defenders. Wang Jin 也 made a supplementary collection of the related evidentiary materials and a trial plan.",王晋 依法 审查 了 原审 的 案卷 材料，讯问 了 黄鹏，听取 了 辩护人 的 意见，补充 收集 了 相关 证据 材料， 并 制作 了 出庭 预案。,Wang Jin 也有做一个 trial plan.,Wang Jin 依法 review 了 原审 案卷 材料，讯问 了 黄鹏，听取 了 辩护人 的 意见，补充 收集 了 相关 证据 材料，并制作 了 出庭 预案。
"As the case is significant, it should be submitted to the judicial committee for discussion pursuant to law, and the verdict will be announced in a selected time.",鉴于 该案 案情 重大 ， 依法 需提交 审判 委员会 讨论 决定 ， 案件 将 择期 另行 宣判 。,"Cos dis case serious, got to send to High Court lah, so case postponed, wait la for new date.",由于 此 案件 具有 重大意义 ， 应 按照 法律 规定 提交 给 司法 委员会 讨论 ， 并 在 预定 的 时间 公布 判决 结果 。,"因为这个 case 很重要, 所以应该 submit 给 judicial committee 来讨论, 然后 verdict 会在某个选定的时间 announce.","Since this case 案情 重大, must submit to the 审判委员会 for discussion and decision, the case will 择期 另行宣判.","因为这个 case 是 significant, 它 should 提交给 judicial committee 讨论, verdict 会在 selected time.",因为这个案情 重大， 所以依法 需提交 审判委员会 讨论决定，案件会择期 另行宣判。,"这个 case 是 significant 的, 所以应该 be 提交给 judicial committee 讨论, 然后 verdict 会 在 selected 时间 announced.","鉴于 this case 案件 重大, 依法 需提交 审判 委员会 讨论决定, 案件 将 择期 另行 宣判."
"It is understood that trial of the case is an important measure for the province to further promote reform of the judge quota system, the judicial accountability system and the trial-centered litigation system, and implement requirements for court presidents and chief procurators to take the lead in presiding judges and case handling.",据悉 ， 此次 审理 是 我省 进一步 推进 员额 制 、 司法 责任制 和 以 审判 为 中心 的 诉讼 制度 改革 ， 落实 入额 院长 、 检察长 带头 办案 要求 的 重要 举措 。,"""Dis case is part of our province's effort to move forward with the quota system, judicial responsibility system, and a lawsuit system that focuses on trials, and also to implement the important move of having the chief judges and prosecutors to lead by example.""",该 案件 审理 工作 是 推动 省份 在 法官 人数 制度 、 司法 责任制 和 诉讼 以 审判 为 中心 的 制度 等 方面 的 改革 工作 的 重要 措施 ， 同时 要求 法院院长 和 检察长 率先 主导 审判 和 案件 处理 。,大家都知道，trial 这个案件是一个重要的措施，为了进一步推动 judge quota system 的改革，judicial accountability system 和 trial-centered litigation system，实施法庭院长和 chief procurators 带头担任 presiding judges 和处理案件的要求。,"According to reports, this time's hearing 是我省 进一步 推进员额制, 司法责任制 and 以审判为中心的诉讼制度改革, 落实入额院长、检察长带头办案要求的 重要举措。",Trial of the case 是一个重要的措施，帮助省里进一步推动法官配额制度、司法问责制度和以审判为中心的诉讼制度。,据悉，这次审理是我省进一步推进员额制、司法责任制和以审判为中心的诉讼制度改革，落实入额院长、检察长带头办案要求的重要举措。,"It 是 understood, 这个 trial 是 an important measure for the province 来 further promote reform of the judge quota system.","据悉, 此次 审理 是 我省 进一步 推进 员额制 和 司法责任制 的 重要 举措。"
"Yo-Yo is the childhood memory of many people, but have you ever seen it show different patterns?",悠悠 球是 很多 人 童年 的 记忆 ， 然而 ， 您 见 过 小小的 悠悠 球 在 手里 转 出 千百 花样 吗 ？,"Yo-yo ni boleh jadi kenangan masa kecil manyak orang, tapi kor see small small yo-yo turn out hundreds of flowers leh?",乐高 是 许多 人 的 童年 回忆 ， 但 你 是否 曾 见到 它 展现出 不同 的 图案 ？,"Yo-Yo 是很多人的童年回忆, 但是你有见过它变出不同的图案吗?","悠悠球 is 很多人的 childhood memory lah, but you ever see 小小的悠悠球 in hand spin out 千百种花样 or not?","Yo-Yo 是很多人童年回忆, 但是你 ever 见过它 show 不同的 patterns 吗?",悠悠 球是 很多 人 童年 的 记忆，您见过 小小的 悠悠 球 在手里转出 千百 花样 吗 ？,"Yo-Yo 是很多 people's childhood memory, 你有见过它 show 不同的 patterns 吗?",悠悠 球是 很多 人 的 童年 记忆，but you ever see 小小的 悠悠 球 in hand 转出 千百 花样 吗?
"In just a few minutes, he showed multiple ways to play Yo-Yo, which was so amazing.",只见 短短 几分钟 内 ， 悠悠 球 在 他 手中 来回 穿梭 ， 变幻 出 多种 玩法 ， 令人惊叹 。,"""Only few minutes la, this yo-yo go in out from his hand, got many different games, very impressive leh!""",仅仅 几分钟 的 时间 ， 他 就 展示 了 多种 玩 转转 的 方式 ， 这 真的 是 非常 令人惊叹 。,短短几分钟，他就展示了很多种玩 Yo-Yo 的方法，真的是太惊人了。,只见短短几分钟内，那个悠悠球在他手中来回穿梭，变出很多种玩法，真是令人惊叹啦。,"在 just 几个 few minutes, 他 showed 多个 ways 来玩 Yo-Yo, 真是 amazing.",只见 短短 几分钟 内， 悠悠 球 在 他 手中 来回 穿梭， 变幻 出 多种 玩法， 令人惊叹。,"在 just 几个 few minutes, 他 showed multiple ways 来玩 yo-yo, 真的 so amazing.",只见 在 短短 几分钟 内， 悠悠 球 在 他 手中 来回 穿梭， 变幻 出 多种 玩法， 令人惊叹。
It is learned that Yo-Yo is more than a sport but also one of the hardest and most entertaining hand acrobatic sports with the most patterns in the world.,据悉 ， 悠悠 球 不仅 是 一项 运动 ， 也 是 世界 上 花式 最 多 、 最 难 、 最具 观赏性 的 手上 技巧运动 之一 。,"Lah, yo-yo di also one sport, but also one of the most fancy, most difficult, most watchable hand skill sports in the world.",已知 โ ย - โ ย 不仅 是 一项 运动 ， 还是 一项 最具 挑战性 和 最 有趣 的 手术 术 技巧运动 ， 世界 上 最 多种 式 。,学到的就是，Yo-Yo 不只是一个运动，还是世界上最难和最有趣的手部杂技运动之一，还有很多种花样。,"According to what I heard, 悠悠球 not only 一项运动, but also 是 one of the most 花式, most 难, and most 观赏性 的 hand skill sports in the world.","It is learned that Yo-Yo 不只是一个 sport, 而且是 hardest 的 hand acrobatic sport 在这个 world.","据悉，悠悠 球 not only 是 一项 运动, also 是 世界 上 花式 最 多、最 难、最具 观赏性 的 手上 技巧运动 之一。","It is learned that Yo-Yo 其实 is 不只是 a sport, 也是一种最难和最有趣的手部杂技运动。",据悉，悠悠 球 不仅 是 一项 运动， 也 是 世界 上 花式 最 多、 最 难、 最 具 观赏性 的 手上 技巧运动 之一。
You can rotate the small ball by spinning it and change the rope tying method to show various novel patterns in the air including ferris wheel.,通过 打转 手中 的 小球 ， 让 小球 维持 旋转 以及 变换 绳索 的 方式 就 可以 在 空中 摆 出 摩天轮 等 各式 新奇 造型 。,"""By spinning the small balls in hand, and changing the way the ropes are tied, you can create all sorts of fancy shapes like Ferris wheels in mid-air. """,通过 旋转 小球 和 变换 绳子 系绳 方式 可 在 空中 展现 多种 新颖 的 图案 ， 包括   Ferris 轮 。,你可以转动小球，通过 spinning 它，和改变绑绳的方法来展示不同的 air patterns，包括 ferris wheel。,"By spinning the 小球 in your hand, you can让它保持旋转 and change the 绳索 to create all kinds of 新奇 shapes like 摩天轮 in the air.","你可以 rotate the small ball by spinning 它, 然后用不同的 tying method 来 show 各种 various novel patterns 在空中, 包括 ferris wheel.",通过打转手中 的 小球， 就可以用 方式 让小球维持旋转， 各式 新奇造型 比如摩天轮， 都可以 摆出。,"You 可以 rotate the small ball, and show 各种 novel patterns in the air, 包括 ferris wheel.","通过 打转 手中 的 小球, can create 各式 新奇 造型 in 空中."
"With the development of Yo-Yo sports, activities and competitions in relation to Yo-Yo were launched across the country. This sport, which could help exercise fingering and mental creativity, has also become a fitness means favored by teenagers.",随着 悠悠 球 运动 的 发展 ， 全国 各地 也 开始 陆续 举办 悠悠 活动 赛 ， 而 能够 锻炼 指法 和 脑力 创造力 的 悠悠 球 运动 ， 也 开始 成为 青少年 追捧 的 健身 方式 。,"As ping pong ball games grow popular, more and more national competitions start to pop up all over lah, and ping pong games which exercise both hand-eye coordination and brainpower, become a favourite fitness trend among teenagers lah.",随着 Yo - Yo 运动 的 发展 ， 全国 各地 都 举办 了 与 Yo - Yo 相关 的 活动 和 比赛 。 这种 运动 可以 帮助 锻炼 手指 和 思维 创造力 ， 已 成为 青少年 喜爱 的 健身 方式 。,随着 Yo-Yo 运动的发展，很多 Yo-Yo 相关的 活动和比赛 在全国各地展开。这项运动 不但可以锻炼手指灵活度，还能提升思维创造力，已经成为 青少年 喜爱的健身方式。,随着 悠悠 球运动的发展，全国各地也开始陆续举办悠悠活动赛，能够锻炼指法和脑力创造力的悠悠球运动，开始成为青少年追捧的健身方式 leh.,"这个 sport, which 可以 help 锻炼 fingering 和 mental creativity, 也 become 一个 fitness means favored by teenagers.",随着 悠悠 球 运动 的 发展 ，全国 各地 也 开始 陆续 举办 悠悠 活动 赛 ，而 能够 锻炼 指法 和 脑力 创造力 的 悠悠 球 运动 ，也 开始 成为 青少年 追捧 的 健身 方式 。,"随着 Yo-Yo sports 的发展, activities 也开始在全国 launched. 这个运动可以帮助 exercise fingering 和 mental creativity, 也 become 了 teenagers 的健身方式.",随着 悠悠 球 运动 的 发展， 全国 各地 也 开始 陆续 举办 悠悠 活动 赛， 而 能够 锻炼 指法 和 脑力 创造力 的 悠悠 球 运动， 也 开始 成为 青少年 追捧 的 健身 方式。
A parent was held in administrative detention for beating a school bus driver after his child missed the bus for being two minutes late,迟到 两分钟 家长 迁怒 校车 司机 驾驶室 内 殴打 司机 被 行政拘留,"Late by two minutes, parent lose temper, beat up bus driver in bus cabin, get held back by authorities",一名 父母 因 其 子女 迟到 两分钟 而 错过 学校 巴士 后 ， 殴打 了 巴士 司机 ， 目前 被 行政拘留,一个家长因为他的孩子迟到两分钟没搭上校车，打了校车司机，被行政拘留。,迟到两分钟，家长就迁怒校车司机，结果在驾驶室内殴打司机，最后被行政拘留。,"有一个 parent 被拘留因为打了 school bus driver, 因为他的孩子迟到两分钟没上车。",家长因为迟到 两分钟，迁怒 校车 司机，竟然在驾驶室 内 殴打 司机，结果被 行政拘留。,一个 parent 被行政拘留，因为他打了校车司机，因为他的孩子迟到两分钟错过了校车。,因为迟到 两分钟，家长竟然迁怒 校车司机，在驾驶室内殴打司机，结果被行政拘留。
The parent of a student insulted the school bus driver and the teacher on the bus and beat the driver out of impulse after his child missed the school bus for being two minutes late.,学生 迟到 2 分钟 ， 校车 不停 ， 没想到 家长 一时冲动 ， 因此 辱骂 校车 司机 及 跟 车 老师 ， 并 将 校车 司机 殴打 致伤 。,"Student late by 2 minutes, bus no stop, but parent get angry sudden, so scold bus driver and teacher, then also beat up bus driver very badly.",一名 学生 的 父母 在 学生 因 迟到 两分钟 而 错过 学校 公交车 后 ， 随机 攻击 了 公交车 司机 和 在 公交车 上 教课 的 老师 ， 并且 在 车上 指骂 了 学校 公交车 司机 和 老师 。,"一个学生的家长 insulted 学校巴士司机和老师, 然后因为他孩子迟到两分钟错过巴士, 一时冲动打了司机。",学生迟到 2 分钟，校车 不停，没想到家长 一时冲动，结果就辱骂 校车司机 和 跟车老师，还打 校车司机，打到受伤。,"那位 parent 的 student 因为迟到两分钟 missed the school bus, 然后就 insulted 校车司机和老师。",学生迟到2分钟，校车不停车，没想到家长一时冲动，因此辱骂校车司机及跟车老师，还把司机打致伤。,"家长因为孩子迟到两分钟 missed school bus, 就 insulted school bus driver 和 teacher, 还 out of impulse 打了司机。",学生迟到2分钟，校车不停，没想到家长一时冲动，结果就辱骂校车司机和跟车老师，还把校车司机打到受伤。
The driver felt that he was wronged and called the police. The Ezhou police placed the parent with alleged beating behavior under administrative detention.,司机 觉得 受 了 委屈 报警 ， 鄂州 警方 依法 将 该 涉嫌 殴打 他人 的 家长 行政拘留 。,"Driver feel lah got cheated, Ezhou police arrest leh parents of suspect who beat him under administrative detention.",司机 感到 自己 受到 了 冤枉 ， 向 警方 报案 。 鄂州 警方 将 被 指控 殴打 儿童 的 家长 予以 行政拘留 。,司机觉得自己被冤屈，叫了警察。 Ezhou 警察把那个 allegedly 打人的家长放在行政拘留。,"司机 feel he 被委屈 so he report to police, 鄂州 police 依法 put the 家长 who suspected of 打人 in administrative detention.","The driver felt 他 was wronged, so he called the police. Ezhou police placed 这个 parent 在 detention for alleged beating behaviour.",司机 觉得 受了委屈，报警后 鄂州 警方 依法 将 那个 涉嫌 殴打他人的家长 行政拘留。,"The driver felt 被 wronged, 所以他叫了 police. Ezhou police 把那个 alleged beating 的父母 放在 administrative detention.","司机 觉得 自己受了 委屈, 所以 报警。 鄂州 警方 依法 处理， 将 该 涉嫌 殴打 他人的 家长 行政拘留。"
"Mr. Xiao is a school bus driver of a kindergarten in Wutonghu New Area of Liangzihu District, Ezhou City, Hubei Province. At about 8:00am on August 7, Xiao drove the bus to pick up children in a village in the new area.",肖 师傅 是 湖北省 鄂州市 梁子湖区 梧桐 湖 新区 一家 幼儿园 的 校车 司机 ， 8 月 7 日 8 时许 ， 肖 师傅 驾驶 校车 到 新区 某村 接 上学 的 小朋友 。,"Mr Xioh, him one of the school bus driver lor, drive school bus go pick up student from new area village on Aug 7, around 8am.",许先生 是 湖北省 鄂州市 良子 湖区 五通 湖 新区 的 一所 幼儿园 的 校车 司机 。 8 月 7 日 大约 8 ： 00 分 ， 许先生 开车 到 新区 的 一 村子 接送 儿童 。,Xiao老师是湖北省鄂州市梁子湖区五桐湖新区的一位幼儿园校车司机。大约早上8点，8月7号，Xiao就开车去新区域的一个村子接小朋友。,"Xiao shi fu 是 湖北省 鄂州市 梁子湖区 梧桐湖新区 一家幼儿园的 school bus driver, 8月7日8点多, Xiao shi fu 开车去新区某村接上学的小朋友。","Mr. Xiao 是 Ezhou City, Hubei 的 kindergarten school bus driver, 在 8月7号, Xiao drove the bus 去 pick up children.",肖 is a 校车司机 at a 幼儿园 in 湖北省 鄂州市 梧桐湖新区.,"Mr. Xiao 是一个 school bus driver, 他在新区域的 village 里 pick up 孩子。",肖 师傅 是 a 校车 司机，8 月 7 日 8 时许，他 驾驶 校车 去 接 小朋友。
"""The rain is so heavy today, and we're two minutes late. Can't you wait us for a moment? Why do you drive off? You're so irresponsible!""",“ 今天 下 这么 大雨 ， 我们 晚来 了 两分钟 ， 你 就 不能 等 一下 吗 ， 为什么 直接 把 车 开走 了 ， 你 也 太 不 负责 了 ！ ”,"“Today rain so heavy, we late two minute, you cannot wait one minute ah, why you just drive off already, you too irresponsible lah!”",今天 下雨 这么 大 ， 而且 我们 迟 了 两个 分钟 。 你 不能 等 我们 一下 吗 ？ 为什么 就 开车 走 了 呢 ？ 你 这么 不负责任 ！,今天的雨很大，我们迟到了两分钟。你可以等我们一下吗？为什么你要开走？你真是太不负责任了！,"“Today 下这么大雨, we come late 两分钟, you cannot 等一下 meh? 为什么 you just drive away like that, you too 不负责任 liao！”",今天的雨下得很大，我们迟到了两分钟。你可以等我们一下吗？为什么你要开走？你太不负责任了！,“今天 下 这么 大雨 ， 我们 晚来 了 两分钟 ， 你 为什么 直接 把 车 开走 了 ， 你 也太 不 负责 了！”,"""The 雨 is so heavy today, and we do 两分钟 late. Can't you wait for us 一下? Why you drive off? You're so 不负责任!""","“ Today 下 这么 大雨, we 晚来 了 两分钟, 你 就 不能 等 一下 吗, 为什么 直接 把 车 开走 了, 你 也 太 不 负责 了！”"
"Mr. Gong met teacher Zhang after getting off the bus and came into conflicts with her again, leaving an unhappy end.",随后 宫某 下车 ， 刚好 与 张老师 相遇 ， 又 与 张老师 发生争执 ， 双方 最终 不欢而散 。,"After dat, some palace person get down, happen to meet Ah Zhang, then got argument with Ah Zhang, end up no good relationship.",戈 先生 下车 后 遇到 张老师 ， 再次 发生冲突 ， 结果 不 和谐 。,"Mr. Gong 下车后遇到 teacher Zhang, 又跟她起冲突，最后不开心的结局。","After that, 宫某 get down from the car, then happen to bump into 张老师, and end up having argument with 张老师, both sides 最终 不欢而散.","Mr. Gong 下车后 met teacher Zhang, 又 with her 发生冲突, 留下一个 unhappy end.","随后, 宫某 下车,刚好遇到 张老师, 然后两人发生争执，最后双方 就不欢而散。","Mr. Gong 下车后遇到张老师, 又发生冲突, 留下一个不快乐的 end.","Later 宫某 got down from the car, and coincidentally met 张老师, then they had a dispute, both sides 最终 不欢而散."
Mr. Xiao's hands bled and his head was scratched by an umbrella. He also showed symptom of headache.,司机 肖 师傅 被 打 了 之后 手部 流血 ， 头部 被 雨伞 划伤 ， 且 伴有 头痛 现象 。,"Driver Ah Shioh suffer cut on hand, head injury from umbrella, and got headache after get hit.",肖 先生 的 手 流血 ， 头 被 雨伞 划伤 ， 且 出现 了 头痛 的 症状 。,Mr. Xiao 的手流血了，头被伞刮伤。还有，他也有 headache 的症状。,"Driver 肖师傅 got打了 after that 手部流血, 头部被雨伞划伤, and got 头痛现象.","Mr. Xiao's hands bleed, and his head 被 umbrella scratched. He also 有 headache 的 symptom.",司机 肖 师傅 被 打 了，手部流血，头部 被 雨伞划伤，且伴有头痛现象。,"Mr. Xiao's hands 流血 liao, and his head 被 umbrella 刮到. 他 also showed headache 的症状.",司机 肖 师傅 被 打 了 之后，手部流血，头部被雨伞划伤，且 伴有 头痛 现象。
"""I'm only a driver and will drive according to the prescribed time and route, and it is not my fault to drop Xiaoming.""",“ 我 只是 一名 司机 ， 一切 按照 规定 的 时间 、 路线 行驶 ， 落下 小明 不是 我 的 责任 。 ”,"""Ah, I's just a driver, drive by schedule and route lor, smallming down no my responsibility.""",我 只是 司机 ， 按照 时间 和 路线 开车 ， 下车 的 不是 我 责任 ， 还是 小明 的 。,我只是一个 driver，照着规定的时间和路线开车，掉了小明不是我的错。,"""我 just 一名司机, 一切按照规定的时间、路线行驶, 落下小明 不是我的责任。""","""I'm only a driver, and 我会按 prescribed time 和 route, 所以 drop Xiaoming 不是 my fault.""",“我 只是 一名 司机， 一切 按照 规定 的 时间、路线 行驶， 落下 小明 不是 我 的 责任。”,"""我只是一个 driver, and 我会按时和路线开车, 不是我 fault to drop Xiaoming.""",“我 只是 一名 司机， 一切 按照 规定 的 时间、 路线 行驶， 落下 小明 不是 我 的 责任。”
"Mr. Xiao felt that he was wronged and reported the incident to the school bus company he belongs to. After discussion with leaders of the company, he decided to call the police.",肖 师傅 觉得 自己 很 委屈 ， 便 将 此事 汇报 给 其 所在 的 校车 公司 ， 经 与 公司 领导 商量 后 决定 报警 。,"Ah Shao siah pun feel very kiasu, so he report matter to bus company leh, after talk to company boss, decide to call police.",小 曹 先生 感到 自己 被 冤枉 ， 向 自己 所在 的 学校 巴士 公司 报 了 案 。 经过 与 公司 领导 的 讨论 后 ， 决定 向 警方 报案 。,"Mr. Xiao 感到自己被冤屈, 所以他就去报告给他所属的校车公司。经过跟公司领导讨论后, 他决定报警。","肖师傅 feel very委屈, so he report this matter to his school bus company, after discussing with the company leaders, they decide to报警.","Mr. Xiao felt 他 was wronged and reported the incident 给 the school bus company he belongs to. After discussion with company 的 leaders, he decided to call the police.",肖师傅觉得自己很委屈，便将此事汇报给其所在的校车公司，经过与公司领导商量后决定报警。,"Mr. Xiao 感觉自己被 wronged, 所以他向他的 school bus 公司报告了这个事件。经过和公司领导讨论后, 他决定叫 police.",肖师傅 觉得 自己 很委屈，便将此事汇报给其所在的校车公司，经过与公司领导商量后，决定报警。
"Due to pressure from the police, Mr. Gong surrendered himself to the Wutonghu police station of the Liangzihu branch of the Ezhou Municipal Public Security Bureau on August 10.",8 月 10 日 ， 迫于 警方 压力 ， 宫某 到 鄂州市 公安局 梁子湖 分局 梧桐 湖 派出所 投案自首 。,"""8 August, under police pressure, Gongzheyao surrender leh, go to Ouzhou Shi Gong'anju Liangzi Hu Fenju Ruotong Hu Pai Chu Soh.""",8 月 10 日 ， 警方 压力 下 ， 戈 先生 自行 向 鄂州市 里安 区 公安局 武 通湖 派出所 投案自首 。,因为 police 的压力，Mr. Gong 在8月10号自首到 Ezhou Municipal Public Security Bureau 的 Liangzihu branch 的 Wutonghu police station.,"On 8月10日, 因为警方的压力, 宫某 went to 鄂州市公安局梁子湖分局梧桐湖派出所 to 自首.",因为警察的压力，Mr. Gong 在8月10号去 Ezhou 市公安局 梁子湖分局的 Wutonghu 警察局自首。,"On 8 月 10 日, 迫于 警方 压力, 宫某 到 鄂州市 公安局 梁子湖 分局 投案自首 at 梧桐湖 派出所.",因为警方的压力，Mr. Gong 在8月10号自首到 Ezhou 市公安局梁子湖分局的 Wutonghu 警察局。,"On 8月10日, due to police pressure, 宫某 went to 鄂州市公安局梁子湖分局梧桐湖派出所 to 投案自首."
"Meanwhile, dens and stores involving production, marketing, repair, modification and assembly of motorcycles and electric bikes will be eliminated.",同时 ， 对 涉摩涉 电 车辆 的 生产 、 销售 、 修理 、 改装 、 拼装 窝点 及 门店 进行 清理 。,"Same time, got to clean up all the shops and hideouts involved in producing, selling, repairing, modifying, assembling, and pimping out those mod cars.",与此同时 ， 生产 、 营销 、 维修 、 改装 和 装配 摩托车 和 电动车 的 工厂 和 店铺 将 被 废除 。,"Meanwhile, 所有涉及生产、营销、修理、改装和组装摩托车和电动自行车的dens和stores 都会被 eliminated。","At the same time, 要对涉摩涉电的车辆 production, sales, repair, modification, assembly 的窝点和门店进行清理。","Meanwhile, 所有涉及 motorcycles 和 electric bikes 的 dens 还有 production, marketing, repair, modification 和 assembly 都会被 eliminated.","同时, 对于涉摩涉电的车辆, 进行清理, 包括拼装窝点和门店。","Meanwhile, 摩托车和电动自行车的 dens 生产、营销、维修、修改和组装的部分会被消除。",同时， 对 涉摩涉电车辆 的 生产、销售、修理、改装、拼装 窝点 及 门店 进行 清理。
"It's noteworthy that the police will place riders of motorcycles and electric bikes who gather at bus stations, subway entrances and other public places to wait for, pick up and attract passengers under administrative detention without exception on charges of disturbing order at public places.",值得注意 的 是 ， 对于 涉摩涉 电 车辆 在 公交站 、 地铁口 等 公共场所 聚集 等候 、 兜客 揽客 的 ， 警方 一律 以 扰乱 公共场所 秩序 予以 行政拘留 。,"""Got to note la, lor, for those taxis and cars waitin' at bus stops, MRT entrances and other public places to pick up passengers, police will always take action and detain them for causing a public nuisance.""",值得注意 的 是 ， 警方 会 对 在 公交车站 、 地铁 出口 等 公共场所 聚集 等待 、 接送 、 招徕 乘客 的 自行车 和 电动车 驾驶员 ， 不论 其 身份 ， 都 予以 行政拘留 ， 指控 其 在 公共场所   g â y 了 乱 。,值得注意的是，警察会把在巴士站、地铁入口和其他公共地方聚集等候、接载和吸引乘客的摩托车和电动车骑士，一律以扰乱公共秩序的罪名进行行政拘留。,值得注意的是，关于那些涉摩涉电的车辆在公交站、地铁口等公共地方聚集等候、兜客揽客的，警方会一律以扰乱公共场所秩序来进行行政拘留。,"It's noteworthy 这个 police 会 place 摩托车和电单车骑士 在公共地方 like bus stations, subway entrances 等等, 等待, 接载和吸引乘客, 他们会 在 charges 的情况下 被行政拘留, without exception.",值得注意 的 是，警方 对于 涉摩涉电车辆 在 公共场所 聚集 等候、兜客 揽客 的，一律 以 扰乱 公共场所 秩序 予以 行政拘留。,"It's noteworthy 这样 police 会把那些 motorcycle 和 electric bike 的 riders 在 bus stations, subway entrances 和其他 public places 等待、接载和吸引 passengers 的人， 无一例外地 以 disturbing order 在 public places 的罪名进行行政拘留。","值得注意 is, for those 摩托车 and 电动车 at 公交站, 地铁口 etc., gathering to wait and pick up passengers, the police will 一律 take action for disrupting 公共场所秩序 and impose administrative detention."
