id,text,src,tgt,human_accuracy,human_fluency,human_code-mixedness
4a854918-677d-408d-9e2e-05fa7c07f168,"""Under leh, P2P platform extract huge amount of risk buffer funds, no doubt ah, stable investor ah, very important strategy leh.""","""As cases of absconding with funds occur frequently in the industry, P2P platforms' drawing of hue loan loss provisions has undoubtedly become an important means to stabilize investors' confidence.""",“ 在 行业 跑 路 之风 盛行 下 ， P2P 平台 提取 巨额 的 风险 准备金 ， 无疑 是 稳定 投资者 军心 的 重要 手段 。 ”,1,1,1
04d06d62-0d44-4a7d-b39a-6aad27738dfd,"""As cases of absconding with funds 频繁发生 in the industry, P2P platforms' drawing of hue loan loss provisions 已经 become an important means to 稳定 investors' confidence, undoubtedly.""","""As cases of absconding with funds occur frequently in the industry, P2P platforms' drawing of hue loan loss provisions has undoubtedly become an important means to stabilize investors' confidence.""",“ 在 行业 跑 路 之风 盛行 下 ， P2P 平台 提取 巨额 的 风险 准备金 ， 无疑 是 稳定 投资者 军心 的 重要 手段 。 ”,3,3,3
af784d2e-78b5-4456-862e-a94ffb146fd3,在行业跑路之风盛行下，P2P平台 提取 巨额 的 风险 准备金， 无疑是稳定投资者军心的重要手段。,"""As cases of absconding with funds occur frequently in the industry, P2P platforms' drawing of hue loan loss provisions has undoubtedly become an important means to stabilize investors' confidence.""",“ 在 行业 跑 路 之风 盛行 下 ， P2P 平台 提取 巨额 的 风险 准备金 ， 无疑 是 稳定 投资者 军心 的 重要 手段 。 ”,3,3,1
2bb81521-51d9-4137-88c4-c503449610fa,"Industry got many cases of run away with money leh, P2P platform ah, draw some red loan loss provisions lor, definitely help stabilize investors' confidence ah!","""As cases of absconding with funds occur frequently in the industry, P2P platforms' drawing of hue loan loss provisions has undoubtedly become an important means to stabilize investors' confidence.""",“ 在 行业 跑 路 之风 盛行 下 ， P2P 平台 提取 巨额 的 风险 准备金 ， 无疑 是 稳定 投资者 军心 的 重要 手段 。 ”,2,2,1
6811326f-153d-496e-ace0-bb26fe148f3f,因为行业里常常有 absconding with funds 的案例，所以 P2P 平台的 hue loan loss provisions 变成了一个重要的方法来 stabilize investors' confidence.,"""As cases of absconding with funds occur frequently in the industry, P2P platforms' drawing of hue loan loss provisions has undoubtedly become an important means to stabilize investors' confidence.""",“ 在 行业 跑 路 之风 盛行 下 ， P2P 平台 提取 巨额 的 风险 准备金 ， 无疑 是 稳定 投资者 军心 的 重要 手段 。 ”,3,3,3
3eb1955f-89df-4460-b4be-941ea7fa4398,该 website 说：“根据试验结果，我们建议选用吸管盖式水瓶，因为这种水瓶的细菌流行率较低而且有害细菌数量少。”,"""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,3,3,2
f90b058a-7d7b-449c-bbd1-f9170f06ded0,"Based on our test results, 我们建议选择 straw-top bottle, both for low bacteria prevalence and no harm germs.","""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,3,3,3
d2522252-a704-492a-ade8-c458f7ac72ae,"""根据我们测试的结果, 我们建议用 straw-top bottle, 因为 bacteria 很少而且没有 harmful germs,"" 这个网站说。","""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,3,3,2
ab6dd553-f7ff-4fc1-86e7-7bba66300a6b,"Lah, dat website say ""根据 website, 我们 say choose dat吸管盖式水瓶, because dat kind water bottle got low细菌流行率 and few有害细菌数量 leh.""","""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,3,2,3
ad9378f2-d856-4aa0-a632-b9a64aa7f8d9,"The website say: “根据试验结果, we suggest use 吸管盖式水瓶, 因为 this type of water bottle 的细菌流行率比较低而且有害细菌数量少。”","""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,3,3,3
835a4db4-101d-472c-b44c-4d224ec75712,"Lah, dat website say ""该 website say"", weh recommend use pipette-lah, becos dat type water bottle got low bacteria rate, and few harmful bacteria leh!","""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,2,2,1
eba196e8-2c44-4309-aadc-2045b9300c49,"""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.

转化为 Singlish + Chinese:

""Based on our test results, 我们 suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.

Key words:

* ""based"" -> """" (based)
* ""we"" -> 我们 (wǒmen)
* ""results"" -> (jì shuò)
* ""opting"" -> suggest
* ""harmful"" -> (hài huài)
* ""our"" -> 我们 (wǒmen)
* ""for"" -> (gèi)
* ""test"" -> (kè shì)
* ""suggest"" -> suggest
* ""bacteria"" -> (kě jiā)
* ""germs"" -> (jūn zhī)","""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,3,3,2
d4943977-ae05-4090-810e-3a7ebfb8ca74,"Based on our test results, 我们建议选择一个 straw-top bottle, both for low bacteria prevalence and no harmful germs, leh.","""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,3,3,3
c0d690ee-9206-446d-8c3f-2e174a644719,"""Based on 我们的 test results, 我们 suggest 选一个 straw-top bottle, for 低 prevalence of bacteria 和 the lack of harmful germs,"" the site said.","""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,3,3,3
fe54a8fc-2dc5-453a-9e2d-fd86ba2eeb9b,该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行率 较 低 而且 有害 细菌 数量 少 。 ”,"""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,3,3,1
1d48bdcd-534b-418e-b2a0-ae6b09903290,"""Based on 我们的 test results, 我们 suggest 选一个 straw-top bottle, 因为它的 bacteria 很少 and 没有 harmful germs,"" the site said.","""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,3,3,3
ab110a24-068c-4124-a083-10ce8e830e81,"Dat website say: ""According to experiment result, we suggest choose suck-pipe cover water bottle, because dis type water bottle got low bacteria rate and few harmful bacteria.""","""Based on our test results, we suggest opting for a straw-top bottle, both for the low prevalence of bacteria and the lack of harmful germs,"" the site said.",该 网站 说 ： “ 根据 试验 结果 ， 我们 建议 选用 吸管 盖式 水瓶 ， 因为 这种 水瓶 的 细菌 流行 率 较 低 而且 有害 细菌 数量 少 。 ”,3,3,1
8d781cf4-2fdd-4591-b728-09fdd98303c6,"""根据我们测试的12个水瓶，Treadmill Reviews 说可重复使用的饮水容器可能有令人担忧的活细菌数量：每平方厘米超过300,000个菌落形成单位 (CFU/sq cm)。""","""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”",3,3,1
a7ea735c-06b5-454d-b36c-9ca25535e3ce,"Treadmill reviews 表示：“基于 所 测试 的 12 只 水瓶， 我们发现 重复使用 的 饮水容器 可以窝藏数量惊人的活菌细胞：每平方厘米菌落形成单位 (CFU) 数量超过 300,000 个。”","""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”",3,3,1
5f6711ea-2149-4a4b-8741-6ba66262881a,"Treadmill Reviews 表示：“基于所测试的 12 只水瓶，我们发现可重复使用的饮水容器可以窝藏数量惊人的活菌细胞：每平方厘米菌落形成单位 (CFU) 数量超过 300,000 个。”","""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”",3,3,1
1e198be5-5b21-4007-9e45-3ffe2f071653,"Treadmill reviews leh, ""Based on 12 bottles leh, we find out dat reusable water bottle can hide shocking amount of bacteria cells leh, every square cm, CFU count more than 300,000 leh!""","""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”",3,2,1
bde730f1-3207-4314-9cd5-c1436fe88fcb,"Treadmill reviews say ""based on 12 tests, we find that reuseable water bottle can hide shocking amount of bacteria cells: each square centimeter can form over 300,000 CFU, leh？""","""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”",3,3,1
6a2ff19c-fcd8-4b67-beb8-d542c645b7c3,"根据我们测试的12个水瓶, Treadmill Reviews 说 reusable drinking containers 可能有非常多的 viable bacteria cells: 每平方厘米超过300,000 colony-forming units (CFU/sq cm)。","""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”",3,3,2
8606c5b8-1f2b-4dc6-acff-dfe96ce8def0,"""Based on 12 bottles of water, 我们发现 reusable containers 可能有 alarming number of bacteria, more than 300,000 CFU/sq cm.""","""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”",2,3,3
953afc2a-b68a-440e-a709-d274bce7dae3,"Based on 12 瓶水 we test, we find reusable drinking container 可能有 many viable bacteria cells, more than 300,000 CFU per sq cm, leh.","""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”",2,3,3
d30dab09-64de-4fd3-9608-98b03df13569,"Treadmill leh, reviews say ""Based on 12 bottles we test, we find dat reusable water bottle can hide shocking amount of bacteria cells: CFU per square centimeter more than 300,000 leh!""","""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”",3,2,1
3856edd4-3df9-45b9-82e8-8191941b8c7c,"""Based on 我们 tested 的 12 个 water bottles, Treadmill Reviews 说 reusable drinking containers 可能会有 很多 viable bacteria cells: 超过 300,000 colony-forming units per square centimeter (CFU/sq cm).""","""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”",3,3,3
adb2da41-9ae6-420d-aaaf-8d66977a7875,"Actually, dat 12 water bottles we test, we find out dat reusable drinking containers got many bacteria lah, more than 300,000 CFU per square centimeter leh!","""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”",2,2,1
aa8f78d7-83ca-4b83-ac3c-1470eb0634f4,"Treadmill Reviews 说：“Based on the 12 water bottles we tested, 我们发现可重复使用的饮水容器可以藏住惊人的活菌细胞：每平方厘米菌落形成单位 (CFU) 的数量超过300,000个。”","""Based on the 12 water bottles we tested, we found that reusable drinking containers may be crawling with an alarming number of viable bacteria cells: more than 300,000 colony-forming units per square centimeter (CFU/sq cm),"" Treadmill Reviews said.","Treadmill   Reviews 表示 ： “ 基于 所 测试 的 12 只 水瓶 ， 我们 发现 可 重复使用 的 饮水 容器 可以 窝藏 数量 惊人 的 活菌 细胞 ： 每 平方厘米 菌落形成 单位 ( CFU ) 数量 超过 300 , 000 个 。 ”",3,3,3
51a3151b-93c9-41d4-832a-955e9a3fd482,"""早餐和晚餐在八点,"" Ivan 在欢迎简报时宣布，随着我们从美丽的古老港口Trogir出发，靠近Split。","""Breakfast and dinner are at eight o'clock,"" Ivan announced to the new intake at the welcome briefing as we set sail from the beautiful old port of Trogir, near Split.",当 我们 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航 时 ， 伊凡 在 欢迎 会上 向 初来乍到 的 人 宣布 ： “ 早餐 和 晚餐 均 安排 在 八点 。 ”,2,2,1
4a81317d-7a52-49e5-9aaf-225c8e68f1be,当我们从斯普利特附近风光秀丽的特罗吉尔老港口启航时，伊凡在欢迎会上向初来乍到的人宣布：“早餐和晚餐均安排在八点。”,"""Breakfast and dinner are at eight o'clock,"" Ivan announced to the new intake at the welcome briefing as we set sail from the beautiful old port of Trogir, near Split.",当 我们 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航 时 ， 伊凡 在 欢迎 会上 向 初来乍到 的 人 宣布 ： “ 早餐 和 晚餐 均 安排 在 八点 。 ”,3,3,1
e2bb7f63-4f47-4cea-8ccf-47ef0bec683d,"When we 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航, 伊凡 在 欢迎 会上 向 新来的 人 宣布: ""Breakfast 和 dinner 都安排在八点。""","""Breakfast and dinner are at eight o'clock,"" Ivan announced to the new intake at the welcome briefing as we set sail from the beautiful old port of Trogir, near Split.",当 我们 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航 时 ， 伊凡 在 欢迎 会上 向 初来乍到 的 人 宣布 ： “ 早餐 和 晚餐 均 安排 在 八点 。 ”,3,3,3
caea7926-5a9b-40f8-b7e1-f8f6506873cf,"When we set sail from Trocchi Lor Kpt near Spore, Ivan announce at welcome party: ""Breakfast and dinner both arrange at 8pm, lah!""","""Breakfast and dinner are at eight o'clock,"" Ivan announced to the new intake at the welcome briefing as we set sail from the beautiful old port of Trogir, near Split.",当 我们 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航 时 ， 伊凡 在 欢迎 会上 向 初来乍到 的 人 宣布 ： “ 早餐 和 晚餐 均 安排 在 八点 。 ”,2,2,1
40848a1b-6080-4222-84d9-e6f617117a99,"""早餐和晚餐八点钟 lar,"" Ivan announce to new ah beng at welcome briefing as we set sail from pretty old port of Trogir, near Split.","""Breakfast and dinner are at eight o'clock,"" Ivan announced to the new intake at the welcome briefing as we set sail from the beautiful old port of Trogir, near Split.",当 我们 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航 时 ， 伊凡 在 欢迎 会上 向 初来乍到 的 人 宣布 ： “ 早餐 和 晚餐 均 安排 在 八点 。 ”,3,2,2
0fae9f58-8f35-44a1-848b-193b9343cfc1,"When we set sail from this pretty Trogir old port near Split, Ivan announce at the welcome party: ""Breakfast and dinner all arrange at eight ah!""","""Breakfast and dinner are at eight o'clock,"" Ivan announced to the new intake at the welcome briefing as we set sail from the beautiful old port of Trogir, near Split.",当 我们 从 斯普利特 附近 风光秀丽 的 特 罗吉尔 老 港口 启航 时 ， 伊凡 在 欢迎 会上 向 初来乍到 的 人 宣布 ： “ 早餐 和 晚餐 均 安排 在 八点 。 ”,2,3,1
