src,tgt,src_translated,tgt_translated,baseline_src,baseline_tgt,silver_src,silver_tgt,gold_src,gold_tgt
"He claimed it would have been ""impossible"" for Jackson to have abused children at his Neverland ranch because he was ""hardly"" there.",他 声称 ， 杰克逊 在 梦幻岛 牧场 虐待 儿童 是 “ 不 可能 的 ” ， 因为 他 “ 几乎 ” 都 不待 在 农场 。,"He claim dat Jackson abuse kid at Dream Island farm is ""impossible"", cos he ""almost"" never stay at farm.",他 声称 杰克逊 在 他 的 Neverland 农场 上 虐待 儿童 是 “ 不 可能 ” 的 ， 因为 他 “ 几乎 ” 不 在 那里 。,"He said that it was ""impossible"" for Jackson to abuse children at his Neverland ranch because he was ""hardly"" there.","He say, Jackson in Dream Island farm abuse child is ""impossible"", because he ""almost"" not stay at farm.","He claimed ""cannot"" Jackson abuse children at his ranch because he ""hardly"" there","He, say, in, not stay, Jackson, because, on, ranch, farm, """,He claim it hard for Jackson abuse child at his Neverland ranch coz he hardly there,"He claim, Jackson at Dream Island ranch abuse children is ""impossible,"" because he ""almost"" not stay at farm."
"""They say there were boys around, that was not the case at all,"" he said.",他 表示 ： “ 他们 说 周围 有 好几个 男孩子 ， 但 事实 并非如此 。 ”,"“Dey say got several boys around, but actually no lah.”",他 说 “ 有 小孩 在场 ， 完全 不是 这样 。 ”,"""They say there were boys around, but it wasn't true,"" he said.","He say: ""They say got few boys around, but actually not so.""","""They say there were boys around, that was not the case at all,"" he said.","He say: ""They say got a few boys around, but actually not like that.""","""Aiye, they say there were boys around, that was not the case at all,"" he said.","He say: ""They say got few boys around, but actually not like that."""
The Jackson estate has denied all allegations against the late star. Jackson denied all claims against him until his death in 2009.,杰克逊 酒庄 否认 了 有关 这位 已故 明星 的 所有 指控 。 杰克逊 在   2009   年 去世 之前 否认 了 针对 他 的 所有 指控 。,"Jackson Estate deny all claims about late star, Jackson himself deny all claims before he pass away in 2009.",杰克逊 estate 否认 了 对 已故 明星 的 所有 指控 。 杰克逊 本人 也 否认 了 对 他 的 所有 指控 ， 直到 2009 年 他 去世 。,The Jackson estate deny all allegation against the late star. Jackson deny all claim against him until his death in 2009.,"Jackson, the wine estate, denied all allegations regarding the deceased celebrity. Jackson denied all allegations against him before his passing in 2009.",The estate of Jackson has denied all allegations against the star. Jackson denied all claims until his death in 2009.,Jackson Winery denied all allegations related to this deceased celebrity. Jackson denied all accusations against him before his death in 2009.,The estate of Jackson has denied all the allegations against the late star. Jackson denied all the claims against him until his death in 2009.,The winery confirmed that Jackson denied all allegations related to the deceased star. Jackson denied all allegations against him before his death in 2009.
Government Retires 15 More Senior Tax Officials On Graft Charges,政府 又 有   15   名 税务 高官 因 贪污 而 退休,Government got 15 top taxman lah resign coz of corruption lah,政府 退休 15 名 涉嫌 腐败 的 高级 税务 官员,Govment retire 15 more senior tax officials on graft charges,Gahmen got 15 tax high officer retire due to corruption.,15 senior tax officials retires on charges of graft,"15 got retire due to corruption, got government, also got tax high officer, got corruption, got 贪污.",Government retire 15 more senior tax official on graft charge,Another 15 government tax officers retired due to corruption
New Delhi:,新德里 ：,Inde go one Delhi lah.,新德里 ：,"New Delhi: 

New Delhi: 新德里","New Delhi, ah","New Delhi zhineng shi ""delhi:""",New Delhi:,"New Delhi, a place of great historical significance.",New Delhi:
The government has compulsorily retired 15 more tax officers in the fourth tranche of its crackdown on errant officials accused of corruption and other malpractices.,政府 在 第四轮 打击 涉嫌 腐败 和 其他 渎职 行为 的 失职 官员 行动 中 ， 又 强制 退休 了   15   名 税务 官员 。,Government la force retire 15 taxman in 4th round of action against corrupt and derelict officers.,政府 已 在 第四批 打击 腐败 和 其他 违法行为 的 官员 中 ， 强制 退休 了 15 名 税务 官员 。,The government has compulsorily retired 15 more tax officers in the fourth tranche of its crackdown on errant officials accused of corruption and other malpractices.,"The government in the fourth round of action against suspected corruption and other dereliction of duty, has again forced the retirement of 15 tax officers.",The government has the power to retire 15 tax officers in the fourth tranche of its crackdown on errant officials accused of corruption and other malpractices.,"The government in the fourth round, attacking the corrupt and other misconduct, forced the retirement of 15 tax officials.","The government has the, in the fourth tranche, compulsorily retired 15 more tax officers in the crackdown on errant officials accused of corruption and other malpractices.","The government in the fourth round of action against suspected corruption and other misconduct of officials, has once again forced the retirement of 15 tax officials."
"The Central Board of Indirect Taxes and Customs (CBIC) -- the agency that oversees GST and import tax collections -- compulsorily retired 15 senior officers under Fundamental Rule 56 (J) on corruption and other charges, official sources said.",官方消息 称 ， 根据 《 基本 规则 》 第   56 （ J ） 条 ， 负责 监督 商品 及 服务 税 和 进口税 征收 的 中央 间接税 和 海关 委员会 因 腐败 和 其它 指控 ， 强制 要求   15   名 高级官员 退休 。,"""Central Bureau of Indirect Taxes and Customs, which oversee collection of GST and Customs duties, force retire 15 top officials due to corruption and other allegations, lah.""",中央 间接税 和 海关 局 （ CBIC ） — — 负责管理 GST 和 进口 税收 的 机构 — — 因涉嫌 腐败 等 罪名 ， 根据 基本 规则 56 （ J ）   compulsorily 退休 了 15 名 高级官员 ， 官方 แ ห ล ่ ง ข ้ อ ม ู ล 表示 。,"The CBIC, which handles GST and import tax collections, has compulsorily retired 15 senior officers under Fundamental Rule 56 (J) due to corruption and other charges, according to official sources.","Official news zhengfu xingsheng said, according to the basic rules, article 56 (j), the central indirect tax and customs commission responsible for supervising commodity and service tax and import tax collection, due to corruption and other charges, forcibly required 15 senior officials to retire.","The Central Board of Indirect Taxes and Customs (CBIC) -- the agency that oversees GST and import tax collections -- compulsorily retired 15 senior officers under Fundamental Rule 56 (J) on corruption and other charges, official sources said.","海关, 间接税, 官方消息, 中央, 根据, 和, 《",CBIC retire 15 senior officer corruption and other charge under Fundamental Rule 56 (J),"Official message says, according to the Basic Rules, Article 56 (J), the Central Indirect Tax and Customs Committee, responsible for overseeing goods and services tax and import tax collection, has, due to corruption and other allegations, forcibly retired 15 senior officials."
"Since June, this is the fourth round of sacking of corrupt tax officials. In the previous three rounds, 49 high ranking tax officers, including 12 from the Central Board of Direct Taxes (CBDT), were compulsorily retired.",这是 今年   6   月 以来 ， 第四轮 解聘 腐败 税务 官员 。 前 三轮 共有   49   名 税务 高官 被 强制 退休 ， 其中 包括 中央 直接税 委员会 的   12   名 官员 。,"Disi cakai korupsyin, lau ni tui retire taxman, ni tui 4 lau ni, 49 orang high-ranking taxman retire pakai force, including 12 officials from Central Direct Tax Bureau.",自 六月 以来 ， 这 已经 是 第四轮 贪腐 税务 官员 的 清退 行动 。 前 三轮 清退 行动 中 ， 共有 49 名 高级 税务 官员 被 强制 退休 ， 包括 中央 直接 税务局 （ CBDT ） 的 12 名 官员 。,"Since June, this the fourth round of sacking of corrupt tax officials. In the previous three rounds, 49 high ranking tax officers, including 12 from the Central Board of Direct Taxes (CBDT), were compulsorily retired.","This is since 6 month, the fourth round of dismiss corrupt tax officials. Previously, there were 49 high-ranking tax officials forced to retire, including 12 officials from the Central Direct Tax Committee.","Since June, this is the fourth round of sacking of corrupt tax officials. In the previous three rounds, 49 high ranking tax officers, including 12 from the Central Board of Direct Taxes (CBDT), were compulsorily retired.","This year, since June, it's the fourth round of firing corrupt tax officials. Previously, there were three rounds, with a total of 49 tax high-ranking officials being forced to retire, including 12 officials from the Central Direct Tax Commission.","Since June, this is the fourth round of sacking corrupt tax officials. In the previous three rounds, 49 high ranking tax officers, including 12 from the Central Board of Direct Taxes (CBDT), were compulsorily retired.","This is the fourth round of sacking corrupt tax officials since June this year. In the previous three rounds, a total of 49 high-ranking tax officials were forced to retire, including 12 officials from the Central Direct Tax Commission."
"Sources said the action was in line with Prime Minister Narendra Modi's address to the nation from the ramparts of the Red Fort when he had said some black sheep in the tax administration may have misused their powers and harassed taxpayers, either by targeting honest assesses or taking excessive action for minor or procedural violations.",消息人士 说 ， 这一 行动 符合 莫迪 总理 在 红堡 向 全国 发表 的 讲话 ， 当时 莫迪 曾 表示 ， 税务 部门 的 一些 害群之马 可能 滥用权力 ， 骚扰 纳税人 ， 要么 针对 诚实 的 评估 对象 ， 要么 对 轻微 或 程序性 违规行为 采取 过度 行动 。,"One insider say dis action matchi Modi PM's speech in Red Fort, where Modi say some bad apples in the taxman department misuse power, harass taxpayers, or take too hard action against honest ones, or against minor or procedural mistakes.",有 แ ห ล ่ ง ข ้ อ ม ู ล 指出 ， 这一 行动 与 总理 纳雷 ン ド · 莫迪 从 红堡 的 城垛 上 向 全国 发表 的 讲话 一致 ， 莫迪 在讲话中 说 税务 管理 中 的 一些 黑羊 可能 滥用权力 ， 向 诚实 纳税人 施加压力 或者 对 小 的 或 程序性 违规行为 采取 过激 的 行动 。,"Sources say action is in line with PM Modi's address, he said some black sheep in tax administration may have misused powers, harassed taxpayers by targeting honest assesses or taking excessive action for minor or procedural violations.","消息人士 say， this action in line with Prime Minister Modi's speech at Red Fort to the nation, where he said that some bad apples in the tax department may abuse power, harass taxpayers, either target honest assessment targets, or take excessive action against minor or procedural violations.",Sources said action in line with Prime Minister Narendra Modi's address from Red Fort.,消息人士说，莫迪总理这一行动符合他在红堡向全国发表讲话时所表示的观点，当时莫迪曾表示，税务部门的一些害群之马可能滥用权力，骚扰纳税人，要么针对诚实评估对象，要么对轻微或程序性违规行为采取过度行动。,"Sources said, ""The action, was, in line with Prime Minister Narendra Modi's address, from the ramparts of the Red Fort, when he had said some black sheep in the tax administration may have misused their powers and harassed taxpayers, either by targeting honest assesses or taking excessive action for minor or procedural violations.""",消息人士说，全国发表这一行动，符合莫迪总理在红堡向全国发表的讲话。当时莫迪曾表示，税务部门的害群之马可能滥用权力，骚扰纳税人，要么针对诚实评估对象，要么对轻微或程序性违规行为采取过度行动。
"""We have recently taken the bold step of compulsorily retiring a significant number of tax officials, and we will not tolerate this type of behaviour,"" he had said.",他 说 ： “ 我们 最近 采取 了 强有力 的 措施 ， 强制 退休 了 相当 一部分 税务 官员 ， 我们 不会 容忍 这种 行为 ， ” 。,"""Ah, recently we take very strong action, force retire many taxman, we no take no nonsense lah.""",他   recently 采取 了 大胆 的 行动 ， 强制 退休 了 一大批 税务 官员 ， 且 不会 容忍 这种 行为 。,"""We have recently taken the bold step of compulsorily retiring a significant number of tax officials, and we will not tolerate this type of behaviour,"" he had said.","He say : "" We recent take strong measure, force retire some tax official, we not tolerate such behavior, ""","We have taken a bold step of retiring a significant number of tax officials, and we will not tolerate this type of behaviour, he had said.","He say: ""We tak recent take strong action, force retire some quite a bit tax officer, we not going tolerate this kind behavior, ""
","""We have recentli take the bold step of compelory retire a signifiant number of tax offici, and we will not tolerat this type of behvior,"" he had said.","He say: ""We recently take strong action, force retire some part of tax officer, we not allow this kind of behavior, """
"Nearly half of the officials retired were those who were arrested by the CBI for allegedly receiving illegal gratification. One of them was caught accepting a bribe of Rs 15,000. One official is accused of having assets disproportionate to his known source of income.","近一半 的 退休 官员 是 那些 因涉嫌 收受 非法 好处 而 被 印度 中央 调查局 逮捕 的 人 。 其中 一人 因 受贿   15 , 000   卢比 而 被 抓捕 。 一名 官员 被 指控 拥 巨额 资产 来源不明 罪 。","Leh leh, almost half of the ex-officers, got caught by the Central Bureau of Investigation cos they got caught takin bribe. One of them, got caught with 15,000 rupees in his pocket. Another one, got charged with having lotsa money dat no one know where it come from.","其中 大部分 退休 官员 是 被 中央 调查局 （ CBI ） 以 收受 非法 回报 而 逮捕 的 。 其中 一位 官员 被 发现 收受 了 15 , 000 卢比 的 贿赂 金 。 还有 一位 官员 被 指控 拥有 超过 其 合法收入 的 不当 财产 。","Almost half of the retired officials were arrested by the CBI for allegedly receiving illegal gratification. One of them was caught accepting a bribe of Rs 15,000. One official is accused of having assets disproportionate to his known source of income.","One-fourth of the retired officials are those who have been arrested by the Indian Central Investigation Bureau for allegedly receiving illegal benefits. One of them was arrested for taking a bribe of 15,000 rupees. One official is accused of having unexplained wealth.","Income of retired officials: 
Almost half of the retired officials, nearly 45%, were caught by the Central Bureau of Investigation (CBI) for allegedly receiving illegal gratification. Among them, one official was found accepting a bribe of Rs 15,000, while another official was accused of having assets disproportionate to his known source of income.","Almost half of the retired officials are those who have been arrested by the Indian Central Investigation Agency for allegedly receiving illegal benefits. One person was arrested for accepting a bribe of 15,000 rupees. An official was accused of having unexplained wealth.","Nearing half the retirees,
CBI nabbed, accused of taking bribes,
One caught, taking fifteen thousand,
An official, assets unmatched, to his known income.","Nearly half of the retired officials were nabbed by the CBI for allegedly accepting illegal benefits, including one who was caught for taking a bribe of Rs 15,000. One official was charged with the crime of owning assets of an unknown source."
"In June, the government had compulsorily retired 15 commissioner-level officials of CBIC on charges of corruption, collecting and giving bribes, smuggling and even criminal conspiracy. Prior to that, the government had compulsorily retired 12 senior IRS officials from the Income Tax department over charges of corruption, sexual harassment, disproportionate assets under Rule 56 (J) of the Central Civil Services (Pension) Rules.",今年   6   月 ， 政府 以 贪污 、 收受贿赂 、 走私 甚至 共谋 犯罪 等 罪名 ， 强制   15   名 中央 间接税 和 海关 委员会 专员 级 官员 退休 。 在此之前 ， 政府 已 根据 《 中央 公务员 （ 退休金 ） 规则 》 第   56 （ J ） 条 ， 以 腐败 、 性骚扰 、 巨额 不明 资产 等 罪名 ， 强制 所得税 部 的   12   名 国税局 高级官员 退休 。,"Last June, 15 senior officials from the Central Indirect Tax and Customs Board lah force retire lah under charges of corruption, bribery, smuggling and even conspiracy. Before that, 12 high-ranking officers from the Inland Revenue Authority leh force retire under the Central Civil Service (Pensions) Rules, Article 56(J), under charges of corruption, harassment, and huge undeclared assets.",6 月份 ， 政府 以 腐败 、 收取 和 提供 贿赂 、 走私 和   th ậ m   ch í 是 谋 谋反 罪 等 理由 ， 强制 退休 了 15 名 关税 和 商业   commissioner 级别 官员 。 之前 ， 政府 以 腐败 、 性骚扰 、 不当 积累 财富 等 理由 ， 根据 中央 公务员 （ 养老 ） 规则 第 56 （ J ） 条款 ， 强制 退休 了 收入 税务 部 的 12 名 高级 IRS 官员 。,"In Jun, govment compulsorily retire 15 commissioner-level officials of CBIC, on charges of corruption, collect and give bribes, smuggling, and even criminal conspiracy. Before this, govment compulsorily retire 12 senior IRS officials from Income Tax department, over charges of corruption, sexual harassment, disproportionate assets under Rule 56 (J) of Central Civil Services (Pension) Rules.","This year, in June, the government, using charges of corruption, accepting bribes, smuggling, and even conspiring to commit crimes, forced 15 special officers of the Central Indirect Tax and Customs Commission to retire. Prior to this, the government had, according to the 56(J) article of the Central Civil Servants (Retirement Benefits) Rules, forced 12 senior officers of the Inland Revenue Department to retire, using charges of corruption, sexual harassment, and large sums of unexplained wealth.","In June, government zhexiǎo compulsory retired 15 commissioner-level officials of CBIC on charges of corruption, collecting and giving bribes, smuggling and even criminal conspiracy. Prior to that, government zhexiǎo compulsory retired 12 senior IRS officials from the Income Tax department over charges of corruption, sexual harassment, disproportionate assets under Rule 56 (J) of the Central Civil Services (Pension) Rules.",6月，今年，政府以贪污、受贿、走私甚至共谋犯罪等罪名，强制15名中央间接税和海关委员会专员级官员退休。在此之前，政府已根据《中央公务员（退休金）规则》第五十六（J）条，以腐败、性骚扰、巨额不明资产等罪名，强制所得税部的12名国税局高级官员退休。,"In June, the government had compulsorily retired 15 commissioner-level officials of CBIC on charges of corruption, collecting and giving bribes, smuggling and even criminal conspiracy. Prior to that, the government had compulsorily retired 12 senior IRS officials from the Income Tax department over charges of corruption, sexual harassment, disproportionate assets under Rule 56 (J) of the Central Civil Services (Pension) Rules.","This year, in June, the government forced 15 officials from the Central Indirect Tax and Customs Committee to retire, using charges such as corruption, accepting bribes, smuggling, and even colluding in crimes. Before this, the government had already forced 12 senior officials from the Revenue Department to retire using charges such as corruption, sexual harassment, and unexplained large assets, according to Article 56(J) of the Central Civil Servants (Retirement Benefits) Regulations."
